Reaction	EC-Number	In-Pathway	Substrates
a (7Z)-tetradec-7-enoyl-[acp] + a malonyl-[acp] + H+  ->  a (9Z)-3-oxohexadec-9-enoyl-[acp] + acyl-carrier protein + CO2	EC-2.3.1.179 // EC-2.3.1.41	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	H<SUP>+</SUP> // a malonyl-[acp] // a (7<i>Z</i>)-tetradec-7-enoyl-[acp] // a (9<i>Z</i>)-3-oxohexadec-9-enoyl-[acp] // a soluble [acyl-carrier protein] // CO<SUB>2</SUB>
(S)-malate + NAD+  ->  CO2 + pyruvate + NADH	EC-1.1.1.38	gluconeogenesis I	(<i>S</i>)-malate // NAD<sup>+</sup> // NADH // CO<SUB>2</SUB> // pyruvate
dATP + 2 hydroxyl radical  ->  2-hydroxy-dATP + H2O			hydroxyl radical // dATP // 2-hydroxy-dATP // H<sub>2</sub>O
2 GTP + bis(molybdenum cofactor) + 2 H+  ->  bis(guanylyl molybdopterin) cofactor + 2 diphosphate		bis(guanylyl molybdenum cofactor) biosynthesis // 2 GTP + MoO2-molybdopterin cofactor + molybdopterin + 3 H+  ->  bis(guanylyl molybdopterin) cofactor + 2 diphosphate + H2O	H<SUP>+</SUP> // GTP // <i>bis</i>(molybdenum cofactor) // <i>bis</i>(guanylyl molybdopterin) cofactor // diphosphate
(S)-3-hydroxyhexanoyl-CoA  <-->  (2E)-hexenoyl-CoA + H2O	EC-4.2.1.74	oleate &beta;-oxidation	(<i>S</i>)-3-hydroxyhexanoyl-CoA // (2<i>E</i>)-hexenoyl-CoA // H<sub>2</sub>O
S-(hydroxymethyl)glutathione  <-  formaldehyde + glutathione	EC-4.4.1.22	formaldehyde oxidation II (glutathione-dependent)	<i>S</i>-(hydroxymethyl)glutathione // formaldehyde // glutathione
protoheme + 2 H+  <-->  protoporphyrin IX + Fe2+	EC-4.98.1.1	heme <i>b</i> biosynthesis V (aerobic) // heme <i>b</i> biosynthesis II (oxygen-independent)	H<SUP>+</SUP> // protoheme // protoporphyrin IX // Fe<sup>2+</sup>
ethylene glycol + NADP+  <-->  glycolaldehyde + NADPH + H+	EC-1.1.1.2		NADP<sup>+</sup> // ethylene glycol // glycolaldehyde // NADPH // H<SUP>+</SUP>
2 Fe2+ + dioxygen + 4 H2O  ->  2 [FeO(OH)] monomer + hydrogen peroxide + 4 H+		4 Fe2+ + dioxygen + 6 H2O  ->  4 [FeO(OH)] monomer + 8 H+	H<sub>2</sub>O // dioxygen // Fe<sup>2+</sup> // [FeO(OH)] monomer // H<SUP>+</SUP> // hydrogen peroxide
inosine + H2O  ->  D-ribofuranose + hypoxanthine	EC-3.2.2.2		H<sub>2</sub>O // inosine // D-ribofuranose // hypoxanthine
D-gluconate 6-phosphate  ->  2-dehydro-3-deoxy-D-gluconate 6-phosphate + H2O	EC-4.2.1.12	Entner-Doudoroff shunt	D-gluconate 6-phosphate // 2-dehydro-3-deoxy-D-gluconate 6-phosphate // H<sub>2</sub>O
2,3,4-saturated fatty acyl-[acp] dehydrogenase	EC-1.3.1.10 // EC-1.3.1.104 // EC-1.3.1.39	fatty acid elongation -- saturated	NADP<sup>+</sup> // a 2,3,4-saturated fatty acyl-[acp] // NADPH // a <i>trans</i>-2-enoyl-[acyl-carrier protein] // H<SUP>+</SUP>
glycine + gamma-L-glutamyl-L-cysteine + ATP  ->  glutathione + ADP + phosphate + H+	EC-6.3.2.3	glutathione biosynthesis	ATP // &gamma;-L-glutamyl-L-cysteine // glycine // H<SUP>+</SUP> // glutathione // phosphate // ADP
L-threonine + hydrogencarbonate + ATP  <-->  (L-threonylcarbamoyl)adenylate + diphosphate + H2O	EC-2.7.7.87	N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis	ATP // hydrogencarbonate // L-threonine // (L-threonylcarbamoyl)adenylate // diphosphate // H<sub>2</sub>O
cob(I)alamin-[corrinoid adenosyltranferase] + ATP + H+  ->  adenosylcob(III)alamin-[corrinoid adenosyltranferase] + triphosphate		adenosylcobalamin salvage from cobalamin	H<SUP>+</SUP> // ATP // cob(I)alamin-[corrinoid adenosyltranferase] // adenosylcob(III)alamin-[corrinoid adenosyltranferase] // triphosphate
GTP + 4 H2O  ->  2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + formate + 2 phosphate + 3 H+	EC-3.5.4.25	flavin biosynthesis I (bacteria and plants)	GTP // H<sub>2</sub>O // H<SUP>+</SUP> // phosphate // 2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one // formate
N-acetyl-D-mannosamine + ATP  ->  N-acetyl-D-mannosamine 6-phosphate + ADP + H+	EC-2.7.1.60	<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I	ATP // <i>N</i>-acetyl-D-mannosamine // H<SUP>+</SUP> // <i>N</i>-acetyl-D-mannosamine 6-phosphate // ADP
2-oxepin-2(3H)-ylideneacetyl-CoA + H2O  ->  3-oxo-5,6-didehydrosuberyl-CoA semialdehyde	EC-3.3.2.12	phenylacetate degradation I (aerobic) // 2-oxepin-2(3H)-ylideneacetyl-CoA + NADP+ + 2 H2O  ->  3-oxo-5,6-didehydrosuberyl-CoA + NADPH + 2 H+	H<sub>2</sub>O // 2-oxepin-2(3H)-ylideneacetyl-CoA // 3-oxo-5,6-didehydrosuberyl-CoA semialdehyde
a dodecanoyl-[acp] + alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA (E. coli)  ->  alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-(lauroyl)-lipid IVA (E. coli) + acyl-carrier protein	EC-2.3.1.241	(Kdo)<sub>2</sub>-lipid A biosynthesis (<i>E. coli</i>) // superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid IV<SUB>A</SUB> (E. coli) // a dodecanoyl-[acp] // &alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-(lauroyl)-lipid IV<SUB>A</SUB> (E. coli) // a soluble [acyl-carrier protein]
2-methoxy-6-(all-trans-octaprenyl)phenol + NADPH + dioxygen + H+  ->  2-methoxy-6-all trans-octaprenyl-1,4-benzoquinol + NADP+ + H2O	EC-1.14.13	ubiquinol-8 biosynthesis (early decarboxylation)	H<SUP>+</SUP> // NADPH // dioxygen // 2-methoxy-6-(<i>all-trans</i>-octaprenyl)phenol // 2-methoxy-6-<i>all trans</i>-octaprenyl-1,4-benzoquinol // H<sub>2</sub>O // NADP<sup>+</sup>
(S)-malate + NADP+  <-->  oxaloacetate + NADPH + H+	EC-1.1.1.82	(S)-malate + NADP+  ->  CO2 + pyruvate + NADPH	NADP<sup>+</sup> // (<i>S</i>)-malate // H<SUP>+</SUP> // NADPH // oxaloacetate
thiamine phosphate + ATP  ->  thiamine diphosphate + ADP	EC-2.7.4.16	thiamine diphosphate salvage II // thiamine diphosphate biosynthesis I (E. coli)	ATP // thiamine phosphate // thiamine diphosphate // ADP
3-phospho-D-glycerate[periplasm] + H2O[periplasm]  ->  D-glycerate[periplasm] + phosphate[periplasm]	EC-3.1.3.38		3-phospho-D-glycerate // H<sub>2</sub>O // D-glycerate // phosphate
an N10-formyltetrahydrofolate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide  <-->  a tetrahydrofolate + 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide	EC-2.1.2.3	inosine-5'-phosphate biosynthesis I	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide // an <i>N</i><sup>10</sup>-formyltetrahydrofolate // a tetrahydrofolate // 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide
an (S-diacyl-sn-glyceryl)-L-cysteinyl-[apolipoprotein][periplasm] + a phosphoglyceride[periplasm]  ->  an N-acyl-(S-diacyl-sn-glyceryl)-L-cysteinyl-[lipoprotein][periplasm] + a 1-lysophospholipid[periplasm] + H+[periplasm]	EC-2.3.1.269	lipoprotein posttranslational modification	a phosphoglyceride // an (<i>S</i>-diacyl-<i>sn</i>-glyceryl)-L-cysteinyl-[apolipoprotein] // an <i>N</i>-acyl-(<i>S</i>-diacyl-<i>sn</i>-glyceryl)-L-cysteinyl-[lipoprotein] // a 1-lysophospholipid // H<SUP>+</SUP>
prenyl diphosphate + an adenosine37 in tRNA  ->  N6-(3-methylbut-2-en-1-yl)-adenosine37 in tRNA + diphosphate	EC-2.5.1.75		an adenosine<sup>37</sup> in tRNA // prenyl diphosphate // <i>N</i><sup>6</sup>-(3-methylbut-2-en-1-yl)-adenosine<sup>37</sup> in tRNA // diphosphate
acetaldehyde + coenzyme A + NAD+  <-->  acetyl-CoA + NADH + H+	EC-1.2.1.10	ethanolamine utilization // 2-deoxy-&alpha;-D-ribose 1-phosphate degradation // 2-hydroxypenta-2,4-dienoate degradation // mixed acid fermentation // L-threonine degradation IV // ethanol degradation I	acetaldehyde // coenzyme A // NAD<sup>+</sup> // H<SUP>+</SUP> // NADH // acetyl-CoA
4-hydroxy-L-threonine  <-->  glycolaldehyde + glycine	EC-4.1.2.48		4-hydroxy-L-threonine // glycolaldehyde // glycine
norfuraneol + acetaldehyde  ->  (2E)-2-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone + H2O			acetaldehyde // norfuraneol // (2E)-2-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone // H<sub>2</sub>O
lactate + H+  <-->  lactic acid			H<SUP>+</SUP> // lactate // lactic acid
NADPH  ->  1,2-dihydro-beta-NADP			NADPH // 1,2-dihydro-&beta;-NADP
a [protein]-(L-serine/L-threonine) + ATP  ->  a [protein] (L-serine/L-threonine) phosphate + ADP + H+	EC-2.7.11 // EC-2.7.11.11 // EC-2.7.12.1 // EC-2.7.11.12 // EC-2.7.11.17 // EC-2.7.11.1 // EC-2.7.11.13 // EC-2.7.11.22 // EC-2.7.11.21 // EC-2.7.11.34 // EC-2.7.11.31		ATP // a [protein]-(L-serine/L-threonine) // a [protein] (L-serine/L-threonine) phosphate // ADP // H<SUP>+</SUP>
geranyl diphosphate + a 5-[(methylamino)methyl]-2-thiouridine34 in tRNA  ->  a 5-methylaminomethyl-2-(S-geranyl)thiouridine34 in tRNA + diphosphate		tRNA-uridine 2-thiolation and selenation (bacteria) // selenophosphate + a 5-[(methylamino)methyl]-2-thiouridine34 in tRNA + geranyl diphosphate + H2O  ->  a 5-methylaminomethyl-2-selenouridine34 in tRNA + (2E)-3,7-dimethylocta-2,6-diene-1-thiol + diphosphate + phosphate	a 5-[(methylamino)methyl]-2-thiouridine<sup>34</sup> in tRNA // geranyl diphosphate // a 5-methylaminomethyl-2-(<i>S</i>-geranyl)thiouridine<sup>34</sup> in tRNA // diphosphate
isobutanal + NADPH + H+  ->  isobutanol + NADP+	EC-1.1.1		NADP<sup>+</sup> // isobutanol // isobutanal // NADPH // H<SUP>+</SUP>
alpha-D-mannose 1-phosphate[periplasm] + H2O[periplasm]  ->  D-mannose[periplasm] + phosphate[periplasm]	EC-3.1.3		H<sub>2</sub>O // &alpha;-D-mannose 1-phosphate // D-mannose // phosphate
a holo [hydroxymethylbilane synthase] ES intermediate + porphobilinogen  ->  a [hydroxymethylbilane synthase] ES2 intermediate + ammonium		4 porphobilinogen + H2O  ->  4 ammonium + preuroporphyrinogen	porphobilinogen // a holo [hydroxymethylbilane synthase] ES intermediate // a [hydroxymethylbilane synthase] ES<sub>2</sub> intermediate // ammonium
(S)-propane-1,2-diol + NADP+  <-  (S)-lactaldehyde + NADPH + H+	EC-1.1.1.55		NADP<sup>+</sup> // (<i>S</i>)-propane-1,2-diol // (<i>S</i>)-lactaldehyde // NADPH // H<SUP>+</SUP>
a CDP-diacylglycerol + L-serine  ->  CMP + a phosphatidylserine + H+	EC-2.7.8.8	phosphatidylserine and phosphatidylethanolamine biosynthesis I	L-serine // a CDP-diacylglycerol // CMP // a phosphatidylserine // H<SUP>+</SUP>
2-oxoglutaramate + H2O  ->  2-oxoglutarate + ammonium	EC-3.5.1.3 // EC-3.5.1.111		H<sub>2</sub>O // 2-oxoglutaramate // 2-oxoglutarate // ammonium
1D-myo-inositol 2-monophosphate + H2O  ->  myo-inositol + phosphate	EC-3.1.3.25		H<sub>2</sub>O // 1D-<i>myo</i>-inositol 2-monophosphate // <I>myo</I>-inositol // phosphate
NAD+ + NADPH  <-->  NADH + NADP+	EC-1.6.1.2 // EC-1.6.1.3 // EC-1.6.1.1		NADPH // NAD<sup>+</sup> // NADH // NADP<sup>+</sup>
UTP + H2O  ->  UMP + diphosphate + H+	EC-3.6.1.9		H<sub>2</sub>O // UTP // UMP // diphosphate // H<SUP>+</SUP>
ATP + 4-amino-2-methyl-5-pyrimidinemethanol  ->  ADP + 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + H+	EC-2.7.1.49	hydroxymethylpyrimidine salvage	4-amino-2-methyl-5-pyrimidinemethanol // ATP // H<SUP>+</SUP> // ADP // 4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine
2-oxobutanoate + coenzyme A  ->  propanoyl-CoA + formate	EC-2.3.1	L-threonine degradation I	coenzyme A // 2-oxobutanoate // propanoyl-CoA // formate
a beta-D-glucuronoside + H2O  ->  D-glucopyranuronate + an alcohol	EC-3.2.1.31	&beta;-D-glucuronide and D-glucuronate degradation	a &beta;-D-glucuronoside // H<sub>2</sub>O // D-glucopyranuronate // an alcohol
a (3R,9Z)-3-hydroxyhexadec-9-enoyl-[acp] + NADP+  <-  a (9Z)-3-oxohexadec-9-enoyl-[acp] + NADPH + H+	EC-1.1.1.100	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	NADP<sup>+</sup> // a (3<i>R</i>,9<i>Z</i>)-3-hydroxyhexadec-9-enoyl-[acp] // a (9<i>Z</i>)-3-oxohexadec-9-enoyl-[acp] // NADPH // H<SUP>+</SUP>
glycolaldehyde + NAD+ + H2O  ->  glycolate + NADH + 2 H+	EC-1.2.1.21	D-arabinose degradation II // ethylene glycol degradation	glycolaldehyde // NAD<sup>+</sup> // H<sub>2</sub>O // H<SUP>+</SUP> // NADH // glycolate
aldehydo-D-ribose  <-->  D-ribofuranose			<i>aldehydo</i>-D-ribose // D-ribofuranose
dADP + ATP  ->  dATP + ADP	EC-2.7.4.6	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II	ATP // dADP // dATP // ADP
histidinal + NAD+ + H2O  ->  L-histidine + NADH + 2 H+		L-histidine biosynthesis // histidinol + 2 NAD+ + H2O  ->  L-histidine + 2 NADH + 3 H+	H<sub>2</sub>O // NAD<sup>+</sup> // histidinal // H<SUP>+</SUP> // L-histidine // NADH
D-allopyranose + ATP  ->  aldehydo-D-allose 6-phosphate + ADP + H+	EC-2.7.1.55	D-allose degradation	ATP // D-allopyranose // H<SUP>+</SUP> // <i>aldehydo</i>-D-allose 6-phosphate // ADP
3-oxo-hexanoyl-[acyl-carrier protein] synthase	EC-2.3.1.179 // EC-2.3.1.41	palmitate biosynthesis II (type II fatty acid synthase)	H<SUP>+</SUP> // a malonyl-[acp] // a butanoyl-[acp] // a 3-oxohexanoyl-[acp] // CO<SUB>2</SUB> // a soluble [acyl-carrier protein]
4-nitrophenyl phosphate[periplasm] + H2O[periplasm]  ->  4-nitrophenol[periplasm] + phosphate[periplasm] + H+[periplasm]	EC-3.1.3.41		H<sub>2</sub>O // 4-nitrophenyl phosphate // 4-nitrophenol // phosphate // H<SUP>+</SUP>
putrescine + S-adenosyl 3-(methylsulfanyl)propylamine  ->  spermidine + S-methyl-5'-thioadenosine + H+	EC-2.5.1.16	spermidine biosynthesis I	<i>S</i>-adenosyl 3-(methylsulfanyl)propylamine // putrescine // H<SUP>+</SUP> // spermidine // <i>S</i>-methyl-5'-thioadenosine
a [lipoyl-carrier protein]-N6-[(R)-lipoyl]-L-lysine + H2O  ->  a [lipoyl-carrier protein]-L-lysine + (R)-lipoate	EC-3.5.1		H<sub>2</sub>O // a [lipoyl-carrier protein]-<i>N<sup>6</sup></i>-[(<i>R</i>)-lipoyl]-L-lysine // a [lipoyl-carrier protein]-L-lysine // (<i>R</i>)-lipoate
an aromatic amino acid + 2-oxoglutarate  <-->  an aromatic 2-oxo-acid + L-glutamate	EC-2.6.1.57		2-oxoglutarate // an aromatic amino acid // an aromatic 2-oxo-acid // L-glutamate
a 5,10-methylenetetrahydrofolate + NADP+  <-->  a 5,10-methenyltetrahydrofolate + NADPH	EC-1.5.1.5	folate transformations III (<i>E. coli</i>)	NADP<sup>+</sup> // a 5,10-methylenetetrahydrofolate // a 5,10-methenyltetrahydrofolate // NADPH
acetaldehyde + NADP+ + H2O  ->  acetate + NADPH + 2 H+	EC-1.2.1.4		H<sub>2</sub>O // NADP<sup>+</sup> // acetaldehyde // acetate // NADPH // H<SUP>+</SUP>
aceneuramate  <-->  N-acetyl-beta-neuraminate		N-acetyl-alpha-neuraminate  <-->  N-acetyl-beta-neuraminate // <i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I	aceneuramate // <i>N</i>-acetyl-&beta;-neuraminate
a tRNA precursor with a 5' extension and a short 3' extension + H2O  ->  a tRNA precursor with a short 3' extension + a tRNA fragment	EC-3.1.26.5	tRNA processing	H<sub>2</sub>O // a tRNA precursor with a 5' extension and a short 3' extension // a tRNA precursor with a short 3' extension // a tRNA fragment
a cis-vaccenoyl-[acp][periplasm] + H2O[periplasm]  ->  cis-vaccenate[periplasm] + acyl-carrier protein[periplasm] + H+[periplasm]	EC-3.1.2.14	<i>cis</i>-vaccenate biosynthesis	H<sub>2</sub>O // a <i>cis</i>-vaccenoyl-[acp] // <i>cis</i>-vaccenate // a soluble [acyl-carrier protein] // H<SUP>+</SUP>
(S)-ureidoglycolate + NAD+  ->  N-carbamoyl-2-oxoglycine + NADH + H+	EC-1.1.1.350	allantoin degradation IV (anaerobic)	NAD<sup>+</sup> // (<i>S</i>)-ureidoglycolate // <i>N</i>-carbamoyl-2-oxoglycine // NADH // H<SUP>+</SUP>
DNA containing a recognition site + n GTP + n + 1 H2O  ->  cleaved DNA + n GDP + n phosphate	EC-3.1.25		GTP // H<sub>2</sub>O // DNA containing a recognition site // cleaved DNA // GDP // phosphate
cis-aconitate hydratase		citrate  <-->  D-threo-isocitrate // mixed acid fermentation // TCA cycle I (prokaryotic) // glyoxylate cycle	H<sub>2</sub>O // <i>cis</i>-aconitate // D-<i>threo</i>-isocitrate
a tRNA precursor with a short 3' extension + n phosphate  ->  an uncharged tRNA + n a ribonucleoside diphosphate	EC-2.7.7.56	tRNA processing	phosphate // a tRNA precursor with a short 3' extension // an uncharged tRNA // a ribonucleoside diphosphate
methylphosphonate + ATP  ->  alpha-D-ribose-1-methylphosphonate-5-triphosphate + adenine	EC-2.7.8.37	methylphosphonate degradation I	ATP // methylphosphonate // &alpha;-D-ribose-1-methylphosphonate-5-triphosphate // adenine
formyl-CoA + oxalate  <-->  formate + oxalyl-CoA	EC-2.8.3.16		oxalate // formyl-CoA // formate // oxalyl-CoA
(R)-4'-phosphopantothenoyl-cytidylate + L-cysteine  ->  (R)-4'-phosphopantothenoyl-L-cysteine + CMP + 2 H+		(R)-4'-phosphopantothenate + L-cysteine + CTP  ->  CMP + (R)-4'-phosphopantothenoyl-L-cysteine + diphosphate + H+	L-cysteine // (R)-4'-phosphopantothenoyl-cytidylate // (R)-4'-phosphopantothenoyl-L-cysteine // CMP // H<SUP>+</SUP>
geranyl diphosphate + H2O  ->  geranyl monophosphate + phosphate + H+	EC-3.6.1.68		H<sub>2</sub>O // geranyl diphosphate // geranyl monophosphate // phosphate // H<SUP>+</SUP>
thiarsahydroxy-[arsenate reductase] + glutathione + H+  ->  S-glutathionyl-thiarsahydroxy-[arsenate reductase] + H2O		arsenate + glutathione + a reduced glutaredoxin + 2 H+  ->  arsenous acid + a [glutaredoxin]-glutathione disulfide + H2O	H<SUP>+</SUP> // glutathione // thiarsahydroxy-[arsenate reductase] // <i>S</i>-glutathionyl-thiarsahydroxy-[arsenate reductase] // H<sub>2</sub>O
D-glyceraldehyde 3-phosphate + H2O  ->  D-glyceraldehyde + phosphate	EC-3.1.3		H<sub>2</sub>O // D-glyceraldehyde 3-phosphate // D-glyceraldehyde // phosphate
L-rhamnulose 1-phosphate  <-->  (S)-lactaldehyde + glycerone phosphate	EC-4.1.2.19	L-rhamnose degradation I	L-rhamnulose 1-phosphate // (<i>S</i>)-lactaldehyde // glycerone phosphate
hydrosulfide  <-->  S2- + H+			hydrosulfide // S<sup>2-</sup> // H<SUP>+</SUP>
alpha-D-Kdo-(2->4)-alpha-D-Kdo-(2->6)-lipid A (E. coli)[periplasmic space] + di-trans,octa-cis-undecaprenyl diphosphate[periplasmic space]  ->  alpha-D-Kdo-(2->4)-alpha-D-Kdo-(2->6)-lipid A 1-diphosphate[periplasmic space] + di-trans,octa-cis-undecaprenyl phosphate[periplasmic space]	EC-2.7.4.29		<i>di-trans,octa-cis</i>-undecaprenyl diphosphate // &alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A (<i>E. coli</i>) // &alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A 1-diphosphate // <i>di-trans,octa-cis</i>-undecaprenyl phosphate
2'-deoxycytidine 3'-monophosphate[periplasm] + H2O[periplasm]  ->  2'-deoxycytidine[periplasm] + phosphate[periplasm]	EC-3.1.3.34		H<sub>2</sub>O // 2'-deoxycytidine 3'-monophosphate // phosphate // 2'-deoxycytidine
prephenate + NAD+  ->  3-(4-hydroxyphenyl)pyruvate + CO2 + NADH	EC-1.3.1.12	L-tyrosine biosynthesis I	NAD<sup>+</sup> // prephenate // 3-(4-hydroxyphenyl)pyruvate // CO<SUB>2</SUB> // NADH
a C-nitro compound + 2 NAD(P)H + 2 H+  ->  a hydroxylamino group-containing compound + 2 NAD(P)+ + H2O	EC-1.7.1		H<sub>2</sub>O // NAD(P)<sup>+</sup> // a hydroxylamino group-containing compound // a C-nitro compound // NAD(P)H // H<SUP>+</SUP>
ATP + molybdopterin + H+  ->  molybdopterin adenine dinucleotide + diphosphate	EC-2.7.7.75	molybdenum cofactor biosynthesis	ATP // molybdopterin // H<SUP>+</SUP> // molybdopterin adenine dinucleotide // diphosphate
2-deoxy-D-ribose 5-phosphate  <-->  acetaldehyde + D-glyceraldehyde 3-phosphate	EC-4.1.2.4	2-deoxy-&alpha;-D-ribose 1-phosphate degradation	2-deoxy-D-ribose 5-phosphate // acetaldehyde // D-glyceraldehyde 3-phosphate
maltopentaose + H2O  ->  maltotetraose + D-glucopyranose	EC-3.2.1.20		H<sub>2</sub>O // maltopentaose // maltotetraose // D-glucopyranose
oxaloacetate + ATP  <-->  CO2 + phosphoenolpyruvate + ADP	EC-4.1.1.49	gluconeogenesis I	ATP // oxaloacetate // CO<SUB>2</SUB> // phospho<i>enol</i>pyruvate // ADP
sn-glycerol 3-phosphate + a menaquinone[inner membrane]  ->  glycerone phosphate + a menaquinol[inner membrane]	EC-1.1.5.3	glycerol-3-phosphate to hydrogen peroxide electron transport // glycerol-3-phosphate to fumarate electron transfer // nitrate reduction IX (dissimilatory) // glycerophosphodiester degradation // glycerol degradation I	<i>sn</i>-glycerol 3-phosphate // a menaquinone // a menaquinol // glycerone phosphate
L-lysine + H+  ->  CO2 + cadaverine	EC-4.1.1.18	aminopropylcadaverine biosynthesis // L-lysine degradation I // cadaverine biosynthesis	L-lysine // H<SUP>+</SUP> // CO<SUB>2</SUB> // cadaverine
choline + an oxidized electron carrier  <-->  betaine aldehyde + a reduced two electron carrier	EC-1.1.99.1	glycine betaine biosynthesis I (Gram-negative bacteria)	an oxidized electron carrier // choline // betaine aldehyde // a reduced two electron carrier
[HypC dimer]-Fe-CO2 + HypD protein  ->  a [HypC/HypD dimer]-Fe-CO2 + HypC protein		NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	a HypD [NiFe]-hydrogenase maturation protein // [HypC dimer]-Fe-CO<sub>2</sub> // a [HypC/HypD dimer]-Fe-CO<sub>2</sub> // a HypC [NiFe]-hydrogenase maturation protein
prenyl diphosphate + 3-methylbut-3-en-1-yl diphosphate  ->  geranyl diphosphate + diphosphate	EC-2.5.1.1	<i>trans, trans</i>-farnesyl diphosphate biosynthesis	3-methylbut-3-en-1-yl diphosphate // prenyl diphosphate // geranyl diphosphate // diphosphate
L-cystathionine  ->  2-aminoprop-2-enoate + L-homocysteine		L-cystathionine + H2O  ->  ammonium + pyruvate + L-homocysteine	L-cystathionine // 2-aminoprop-2-enoate // L-homocysteine
L-tryptophan + a tRNATrp + ATP  ->  an L-tryptophanyl-[tRNATrp] + AMP + diphosphate	EC-6.1.1.2	tRNA charging	ATP // a tRNA<SUP>Trp</SUP> // L-tryptophan // an L-tryptophanyl-[tRNA<SUP>Trp</SUP>] // diphosphate // AMP
D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate  ->  3-(imidazol-4-yl)-2-oxopropyl phosphate + H2O	EC-4.2.1.19	L-histidine biosynthesis	D-<i>erythro</i>-1-(imidazol-4-yl)-glycerol 3-phosphate // 3-(imidazol-4-yl)-2-oxopropyl phosphate // H<sub>2</sub>O
a tRNAArg + L-arginine + ATP  ->  an L-arginyl-[tRNAArg] + AMP + diphosphate	EC-6.1.1.19	tRNA charging	ATP // L-arginine // a tRNA<SUP>Arg</SUP> // an L-arginyl-[tRNA<SUP>Arg</SUP>] // diphosphate // AMP
D-cellobiose 6'-phosphate + H2O  ->  D-glucopyranose 6-phosphate + D-glucopyranose	EC-3.2.1.86		H<sub>2</sub>O // D-cellobiose 6'-phosphate // D-glucopyranose 6-phosphate // D-glucopyranose
