Reaction	EC-Number	In-Pathway	Substrates
dihomo gamma-linolenoyl-CoA + 2 a ferrocytochrome b5 + dioxygen + 2 H+  ->  arachidonoyl-CoA + 2 a ferricytochrome b5 + 2 H2O	EC-1.14.19.44	arachidonate biosynthesis V (8-detaturase, mammals) // arachidonate biosynthesis III (6-desaturase, mammals)	H<SUP>+</SUP> // a ferrocytochrome <i>b<SUB>5</SUB></i> // dioxygen // dihomo &gamma;-linolenoyl-CoA // arachidonoyl-CoA // H<sub>2</sub>O // a ferricytochrome <i>b<sub>5</sub></i>
2-S-cysteinyldopaquinone  ->  8-[(2S)-2-amino-2-carboxylatoethyl]-5-hydroxy-2H-1,4-benzothiazine-3-carboxylate + H2O + H+			2-<i>S</i>-cysteinyldopaquinone // 8-[(2S)-2-amino-2-carboxylatoethyl]-5-hydroxy-2H-1,4-benzothiazine-3-carboxylate // H<sub>2</sub>O // H<SUP>+</SUP>
dehydroascorbate reductase		ascorbate recycling (cytosolic)	NADP<sup>+</sup> // L-ascorbate // dehydroascorbate // NADPH // H<SUP>+</SUP>
3-oxo-dihomo &gamma; linolenoyl-[acp] synthase	EC-2.3.1	arachidonate biosynthesis III (6-desaturase, mammals)	H<SUP>+</SUP> // &gamma;-linolenoyl-CoA // malonyl-CoA // 3-oxodihomo &gamma;-linolenoyl-CoA // coenzyme A // CO<SUB>2</SUB>
leukotriene C4  <-  leukotriene A4 + glutathione	EC-4.4.1.20	arachidonate metabolites biosynthesis // leukotriene biosynthesis	leukotriene C4 // leukotriene A<sub>4</sub> // glutathione
an (L-cysteinylglycine)-S-conjugate + H2O  ->  an L-cysteine-S-conjugate + glycine	EC-3.4.13.23	glutathione-mediated detoxification I	H<sub>2</sub>O // an (L-cysteinylglycine)-<i>S</i>-conjugate // an L-cysteine-<i>S</i>-conjugate // glycine
a tRNAPhe + L-phenylalanine + ATP  ->  an L-phenylalanyl-[tRNAPhe] + AMP + diphosphate	EC-6.1.1.20	tRNA charging	ATP // L-phenylalanine // a tRNA<SUP>Phe</SUP> // an L-phenylalanyl-[tRNA<SUP>Phe</SUP>] // diphosphate // AMP
5,6-dihydrouracil + H2O  ->  3-ureidopropanoate + H+	EC-3.5.2.2	uracil degradation I (reductive)	5,6-dihydrouracil // H<sub>2</sub>O // H<SUP>+</SUP> // 3-ureidopropanoate
(7E,9E,11Z,13E,15R)-(5S,6S)-5,6-epoxyicosa-15-hydroxy-7,9,11,13-tetraenoate + H2O  ->  15 epi-lipoxin B4		15-<i>epi</i>-lipoxin biosynthesis	H<sub>2</sub>O // (7E,9E,11Z,13E,15R)-(5S,6S)-5,6-epoxyicosa-15-hydroxy-7,9,11,13-tetraenoate // 15 epi-lipoxin B4
(13S,14S)-epoxy-maresin + H2O  ->  maresin 1	EC-3.3.2.10	docosahexaenoate metabolites biosynthesis // maresin biosynthesis	H<sub>2</sub>O // (13<i>S</i>,14<i>S</i>)-epoxy-maresin // maresin 1
glycine + succinyl-CoA + H+  ->  CO2 + 5-aminolevulinate + coenzyme A	EC-2.3.1.37	tetrapyrrole biosynthesis	succinyl-CoA // glycine // H<SUP>+</SUP> // CO<SUB>2</SUB> // coenzyme A // 5-aminolevulinate
ADP-D-ribose + H2O  ->  AMP + D-ribofuranose 5-phosphate + 2 H+	EC-3.6.1.53 // EC-3.6.1.13		ADP-D-ribose // H<sub>2</sub>O // AMP // D-ribofuranose 5-phosphate // H<SUP>+</SUP>
anandamide + dioxygen  ->  (12S)-hydroperoxyandamide	EC-1.13.11.31	anandamide lipoxygenation	dioxygen // anandamide // (12<i>S</i>)-hydroperoxyandamide
(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA + an oxidized electron carrier + H2O  =  (24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl CoA + a reduced two electron carrier	EC-1.17.99.3		an oxidized electron carrier // H<sub>2</sub>O // (25<i>R</i>)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholestanoyl-CoA // (24<i>R</i>,25<i>R</i>)-3&alpha;,7&alpha;,12&alpha;,24-tetrahydroxy-5&beta;-cholestanoyl CoA // a reduced two electron carrier
(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA + 2 a ferrocytochrome b5 + dioxygen + 2 H+  ->  (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA + 2 a ferricytochrome b5 + 2 H2O	EC-1.14.19.3	docosahexaenoate biosynthesis III (6-desaturase, mammals)	H<SUP>+</SUP> // a ferrocytochrome <i>b<SUB>5</SUB></i> // dioxygen // (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA // (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA // H<sub>2</sub>O // a ferricytochrome <i>b<sub>5</sub></i>
sn-glycero-3-phospho-1-inositol + H2O  ->  myo-inositol + sn-glycerol 3-phosphate + H+	EC-3.1.4.44		H<sub>2</sub>O // <i>sn</i>-glycero-3-phospho-1-inositol // H<SUP>+</SUP> // <I>myo</I>-inositol // <i>sn</i>-glycerol 3-phosphate
N1-acetyl-N2-formyl-5-methoxykynuramine + H2O  ->  N-acetyl-5-methoxykynurenamine + formate + H+		melatonin degradation III	H<sub>2</sub>O // <i>N</i><sup>1</sup>-acetyl-<i>N</i><sup>2</sup>-formyl-5-methoxykynuramine // <i>N</i>-acetyl-5-methoxykynurenamine // formate // H<SUP>+</SUP>
UDP-alpha-D-glucose + (1,4-alpha-D-glucosyl)(n)  glycogenin  ->  (1,4-alpha-D-glucosyl)(n+1) glycogenin + UDP	EC-2.4.1.11	glycogen biosynthesis	UDP-&alpha;-D-glucose // a glucosylated glycogenin // UDP
Man6(GlcNAc)2-[protein] (isomer 6A1,2B1) + H2O  ->  Man5(GlcNAc)2-[protein] (isomer 5A1,2) + beta-D-mannopyranose	EC-3.2.1.113	protein <i>N</i>-glycosylation processing phase (mammalian)	H<sub>2</sub>O // Man<sub>6</sub>(GlcNAc)<sub>2</sub>-[protein] (isomer 6A<sub>1,2</sub>B<sub>1</sub>) // Man<sub>5</sub>(GlcNAc)<sub>2</sub>-[protein] (isomer 5A<sub>1,2</sub>) // &beta;-D-mannopyranose
pseudooxynicotine + dioxygen + H2O  ->  4-oxo-4-(pyridin-3-yl)butanal + methylamine + hydrogen peroxide	EC-1.4.3.24	nicotine degradation IV	H<sub>2</sub>O // dioxygen // pseudooxynicotine // 4-oxo-4-(pyridin-3-yl)butanal // methylamine // hydrogen peroxide
4,5-epoxy-17R-hydroxy-docosahexaenoate + H2O  ->  aspirin triggered resolvin D4	EC-3.3.2	aspirin triggered resolvin D biosynthesis	H<sub>2</sub>O // 4,5-epoxy-17R-hydroxy-docosahexaenoate // aspirin triggered resolvin D4
ATP + pyridoxine  ->  ADP + pyridoxine 5'-phosphate + H+	EC-2.7.1.35	pyridoxal 5'-phosphate salvage	pyridoxine // ATP // H<SUP>+</SUP> // ADP // pyridoxine 5'-phosphate
ATP + beta-D-fructofuranose 6-phosphate  ->  ADP + beta-D-fructofuranose 1,6-bisphosphate + H+	EC-2.7.1.11	glycolysis	&beta;-D-fructofuranose 6-phosphate // ATP // H<SUP>+</SUP> // ADP // &beta;-D-fructofuranose 1,6-bisphosphate
dTMP + ATP  ->  ADP + dTDP	EC-2.7.4.12 // EC-2.7.4.13 // EC-2.7.4.9	pyrimidine deoxyribonucleotides biosynthesis from CTP // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // pyrimidine deoxyribonucleotide phosphorylation	ATP // dTMP // ADP // dTDP
S-adenosyl-L-methionine + a [histone H3]-L-lysine-9  ->  S-adenosyl-L-homocysteine + a [histone H3] N6-methyl-L-lysine-9 + H+	EC-2.1.1.367	3 S-adenosyl-L-methionine + a [histone H3]-L-lysine-9  ->  3 S-adenosyl-L-homocysteine + a [histone H3] N6,N6,N6-trimethyl-L-lysine-9 + 3 H+	a [histone H3]-L-lysine-9 // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a [histone H3] <i>N</i><sup>6</sup>-methyl-L-lysine-9 // H<SUP>+</SUP>
a 5-hydroxymethylcytosine in DNA + 2-oxoglutarate + dioxygen  ->  a 5-formylcytosine in DNA + succinate + CO2 + H2O	EC-1.14.11		dioxygen // 2-oxoglutarate // a 5-hydroxymethylcytosine in DNA // a 5-formylcytosine in DNA // succinate // CO<SUB>2</SUB> // H<sub>2</sub>O
a dihydroceramide + 2 a ferrocytochrome b5 + dioxygen + 2 H+  ->  an N-acylsphingosine + 2 a ferricytochrome b5 + 2 H2O	EC-1.14.19.17	ceramide <i>de novo</i> biosynthesis	H<SUP>+</SUP> // a ferrocytochrome <i>b<SUB>5</SUB></i> // dioxygen // a dihydroceramide // an <i>N</i>-acylsphingosine // a ferricytochrome <i>b<sub>5</sub></i> // H<sub>2</sub>O
leucodopachrome + dopaquinone  ->  L-dopachrome + L-dopa		L-dopa and L-dopachrome biosynthesis	dopaquinone // leucodopachrome // L-dopachrome // L-dopa
a peptidoglycan + H2O  ->  a peptidoglycan with N-acetylmuramoyl-pentapeptide at the reducing end + a peptidoglycan with N-acetyl-beta-D-glucosamine at the non-reducing end	EC-3.2.1.17		H<sub>2</sub>O // a peptidoglycan // a peptidoglycan with <i>N</i>-acetylmuramoyl-pentapeptide at the reducing end // a peptidoglycan with <i>N</i>-acetyl-&beta;-D-glucosamine at the non-reducing end
phytate + H2O  ->  a D myo-inositol penta kis phosphate + phosphate	EC-3.1.3.62		H<sub>2</sub>O // phytate // a D <i>myo</i>-inositol penta <i>kis</i> phosphate // phosphate
hydrogen sulfide + glutathione + an electron-transfer quinone  ->  S-sulfanylglutathione + an electron-transfer quinol	EC-1.8.5.8	sulfide oxidation IV (metazoa)	an electron-transfer quinone // glutathione // hydrogen sulfide // <i>S</i>-sulfanylglutathione // an electron-transfer quinol
L-cysteine + L-homocysteine  <-->  L-cystathionine + hydrogen sulfide	EC-4.2.1.22	hydrogen sulfide biosynthesis II (mammalian)	L-homocysteine // L-cysteine // L-cystathionine // hydrogen sulfide
(3R)-3-hydroxylignoceroyl-CoA + NADP+  <-  3-oxolignoceroyl-CoA + NADPH + H+	EC-1.1.1.330	very long chain fatty acid biosynthesis II	NADP<sup>+</sup> // (3<i>R</i>)-3-hydroxylignoceroyl-CoA // 3-oxolignoceroyl-CoA // NADPH // H<SUP>+</SUP>
a 1-monoglyceride + ATP  =  a 2-lysophosphatidate + ADP + H+	EC-2.7.1.94		ATP // a 1-monoglyceride // a 2-lysophosphatidate // ADP // H<SUP>+</SUP>
ATP + hydrogencarbonate + propanoyl-CoA  <-->  (S)-methylmalonyl-CoA + ADP + phosphate + H+	EC-6.4.1.3	propanoyl CoA degradation I	propanoyl-CoA // hydrogencarbonate // ATP // H<SUP>+</SUP> // (S)-methylmalonyl-CoA // phosphate // ADP
a [histone H3] N6,N6,N6-trimethyl-L-lysine-4 + 2-oxoglutarate + dioxygen  ->  a [histone H3]-N6,N6-dimethyl-L-lysine-4 + formaldehyde + succinate + CO2		a [histone H3] N6,N6,N6-trimethyl-L-lysine-4 + 3 2-oxoglutarate + 3 dioxygen  ->  a [histone H3]-L-lysine-4 + 3 succinate + 3 formaldehyde + 3 CO2	dioxygen // 2-oxoglutarate // a [histone H3] <i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-trimethyl-L-lysine-4 // a [histone H3]-<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-dimethyl-L-lysine-4 // formaldehyde // succinate // CO<SUB>2</SUB>
GDP-4-dehydro-6-deoxy-beta-L-galactose + NADPH + H+  ->  GDP-beta-L-fucose + NADP+		GDP-L-fucose biosynthesis I (from GDP-D-mannose) // GDP-beta-L-fucose + NADP+  <-  GDP-4-dehydro-alpha-D-rhamnose + NADPH + H+	NADP<sup>+</sup> // GDP-&beta;-L-fucose // GDP-4-dehydro-6-deoxy-&beta;-L-galactose // NADPH // H<SUP>+</SUP>
S-adenosyl-L-methionine + a [protein]-Nomega-methyl-L-arginine  =  S-adenosyl-L-homocysteine + a [protein]-Nomega,N'omega-dimethyl-L-arginine + H+		2 S-adenosyl-L-methionine + a [protein]-L-arginine  ->  2 S-adenosyl-L-homocysteine + a [protein]-Nomega,N'omega-dimethyl-L-arginine + 2 H+	a [protein]-<i>N</i><sup>&omega;</sup>-methyl-L-arginine // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a [protein]-<i>N</i><sup>&omega;</sup>,<i>N'</i><sup>&omega;</sup>-dimethyl-L-arginine // H<SUP>+</SUP>
prostaglandin D2 + NADPH + H+  ->  11-epi-prostaglandin F2alpha + NADP+		arachidonate metabolites biosynthesis	NADP<sup>+</sup> // 11-<i>epi</i>-prostaglandin F<sub>2&alpha;</sub> // prostaglandin D<sub>2</sub> // NADPH // H<SUP>+</SUP>
dehydroascorbate + 2 glutathione  ->  L-ascorbate + glutathione disulfide	EC-1.8.5.1	ascorbate recycling (cytosolic)	glutathione // dehydroascorbate // L-ascorbate // glutathione disulfide
beta-D-ribofuranose  <-->  aldehydo-D-ribose			&beta;-D-ribofuranose // <i>aldehydo</i>-D-ribose
3,7,12-trioxo-5&beta;-cholanate dehydrogenase	EC-1.1.1.52		NAD<sup>+</sup> // cholate // 3-dehydrocholate // NADH // H<SUP>+</SUP>
a CDP-diacylglycerol + a phosphatidylglycerol  ->  a cardiolipin + CMP + H+	EC-2.7.8.41	cardiolipin biosynthesis	a phosphatidylglycerol // a CDP-diacylglycerol // a cardiolipin // CMP // H<SUP>+</SUP>
(S)-nicotine + NADPH + dioxygen  ->  trans-(S)-nicotine N1'-oxide + NADP+ + H2O	EC-1.14.13.8	nicotine degradation IV	dioxygen // NADPH // (<i>S</i>)-nicotine // <i>trans-(S</i>)-nicotine N<sup>1'</sup>-oxide // NADP<sup>+</sup> // H<sub>2</sub>O
ATP + a 3-O-[N-acetyl-beta-D-galactosaminyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-(Ser/Thr)-[protein]  ->  a 3-O-[N-acetyl-beta-D-galactosaminyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-6-phospho-alpha-D-mannosyl)]-Ser/Thr-[protein] + ADP + H+	EC-2.7.1.183	protein <I>O</i>-mannosylation III (mammals, core M3)	a 3-<i>O</i>-[<i>N</i>-acetyl-&beta;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;4)-&alpha;-D-mannosyl]-(Ser/Thr)-[protein] // ATP // a 3-<i>O</i>-[<i>N</i>-acetyl-&beta;-D-galactosaminyl-(1&rarr;3)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;4)-6-phospho-&alpha;-D-mannosyl)]-Ser/Thr-[protein] // ADP // H<SUP>+</SUP>
(E)-(4-aminobutylidene)(3-aminopropyl)amine + a [deoxyhypusine synthase]-L-lysine  ->  a [deoxyhypusine synthase]-N-(4-aminobutylidene)-lysine + propane-1,3-diamine		hypusine biosynthesis // spermidine + an [eIF5A-precursor]-lysine  ->  an [eIF5A-precursor]-deoxyhypusine + propane-1,3-diamine + H+	a [deoxyhypusine synthase]-L-lysine // (<i>E</i>)-(4-aminobutylidene)(3-aminopropyl)amine // a [deoxyhypusine synthase]-N-(4-aminobutylidene)-lysine // propane-1,3-diamine
5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole  ->  fumarate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	EC-4.3.2.2	inosine-5'-phosphate biosynthesis	5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole // fumarate // 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
L-proline + NAD(P)+  <-  (S)-1-pyrroline-5-carboxylate + NAD(P)H + 2 H+	EC-1.5.1.2	L-proline biosynthesis	NAD(P)<sup>+</sup> // L-proline // NAD(P)H // (<i>S</i>)-1-pyrroline-5-carboxylate // H<SUP>+</SUP>
ATP + a [beta-tubulin]-L-glutamate + L-glutamate  ->  a [beta-tubulin]-(gamma-L-glutamyl)-L-glutamate + ADP + phosphate + H+		n ATP + a [beta-tubulin]-L-glutamate + n L-glutamate  ->  a [beta-tubulin]-(gamma-(poly-alpha-L-glutamyl)-L-glutamyl)-L-glutamate + n ADP + n phosphate + n H+	L-glutamate // a [&beta;-tubulin]-L-glutamate // ATP // a [&beta;-tubulin]-(&gamma;-L-glutamyl)-L-glutamate // ADP // phosphate // H<SUP>+</SUP>
2-oxoglutarate + 4-aminobutanoate  ->  L-glutamate + succinate semialdehyde	EC-2.6.1.19	GABA shunt // 4-aminobutanoate degradation I	4-aminobutanoate // 2-oxoglutarate // L-glutamate // succinate semialdehyde
methylglyoxal + a [protein]-L-arginine  ->  an Nomega-(1-hydroxy-2-oxopropyl)-[protein]-L-arginine			a [protein]-L-arginine // methylglyoxal // an <i>N</i><sup>&omega;</sup>-(1-hydroxy-2-oxopropyl)-[protein]-L-arginine
5,6-EET + H2O  ->  5,6-DiHETrE	EC-3.3.2.10	arachidonate metabolites biosynthesis	H<sub>2</sub>O // 5,6-EET // 5,6-DiHETrE
a tetrahydrofolate + trimethyl sulfonium  <-  dimethyl sulfide + a 5-methyltetrahydrofolate + H+	EC-2.1.1.19	folate transformations I	trimethyl sulfonium // a tetrahydrofolate // H<SUP>+</SUP> // dimethyl sulfide // a 5-methyltetrahydrofolate
CTP + 2 hydroxyl radical  ->  5-hydroxy-CTP + H2O			hydroxyl radical // CTP // 5-hydroxy-CTP // H<sub>2</sub>O
cyclic pyranopterin phosphate + 2 a thiocarboxylated [small subunit of molybdopterin synthase] + H2O  ->  2 a small subunit of molybdopterin synthase + molybdopterin + 4 H+	EC-2.8.1.12	molybdopterin biosynthesis	H<sub>2</sub>O // a thiocarboxylated [small subunit of molybdopterin synthase] // cyclic pyranopterin phosphate // molybdopterin // a small subunit of molybdopterin synthase // H<SUP>+</SUP>
2''-O-acetyl-ADP-ribose  <-->  3''-O-acetyl-ADP-ribose			2''-<i>O</i>-acetyl-ADP-ribose // 3''-<i>O</i>-acetyl-ADP-ribose
ATP + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + L-aspartate  ->  ADP + 5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole + phosphate + H+	EC-6.3.2.6	inosine-5'-phosphate biosynthesis	L-aspartate // 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate // ATP // H<SUP>+</SUP> // ADP // phosphate // 5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole
acetyl-CoA + octanoyl-CoA  =  3-oxodecanoyl-CoA + coenzyme A	EC-2.3.1.16		octanoyl-CoA // acetyl-CoA // 3-oxodecanoyl-CoA // coenzyme A
allantoate + H2O  =  (S)-ureidoglycolate + urea	EC-3.5.3.4		allantoate // H<sub>2</sub>O // (<i>S</i>)-ureidoglycolate // urea
D-ribulose 5-phosphate  <-->  D-xylulose 5-phosphate	EC-5.1.3.1	pentose phosphate pathway (non-oxidative branch)	D-ribulose 5-phosphate // D-xylulose 5-phosphate
prostaglandin F2alpha + NAD+  ->  15-dehydro-prostaglandin F2alpha + NADH + H+	EC-1.1.1.141	arachidonate metabolites biosynthesis // C20 prostanoid biosynthesis	NAD<sup>+</sup> // prostaglandin F<sub>2&alpha;</sub> // 15-dehydro-prostaglandin F<sub>2&alpha;</sub> // NADH // H<SUP>+</SUP>
ATP + D-gluconate  ->  D-gluconate 6-phosphate + ADP + H+	EC-2.7.1.12		D-gluconate // ATP // H<SUP>+</SUP> // D-gluconate 6-phosphate // ADP
a 1-(1-alkenyl)-sn-glycero-3-phosphocholine + H2O  ->  a 1-alk-1-enyl-sn-glycerol + phosphocholine + H+	EC-3.1.4.3	plasmalogen degradation	H<sub>2</sub>O // a 1-(1-alkenyl)-<i>sn</i>-glycero-3-phosphocholine // a 1-alk-1-enyl-<i>sn</i>-glycerol // phosphocholine // H<SUP>+</SUP>
15(S)-HpETrE + 2 glutathione  ->  15(S)-HETrE + glutathione disulfide + H2O	EC-1.11.1.12	di-homo-&gamma;-linolenate metabolites biosynthesis	glutathione // 15(<i>S</i>)-HpETrE // 15(<i>S</i>)-HETrE // H<sub>2</sub>O // glutathione disulfide
myristoyl-CoA + an N-terminal glycyl-[protein]  ->  an N-terminal N-myristoyl-glycyl-[protein] + coenzyme A + H+	EC-2.3.1.97		an N-terminal glycyl-[protein] // myristoyl-CoA // an N-terminal <i>N</i>-myristoyl-glycyl-[protein] // coenzyme A // H<SUP>+</SUP>
(S)-nicotine + an oxidized electron carrier + H2O  ->  (S)-nornicotine + formaldehyde + a reduced two electron carrier		nicotine degradation IV	an oxidized electron carrier // H<sub>2</sub>O // (<i>S</i>)-nicotine // a reduced two electron carrier // (S)-nornicotine // formaldehyde
cadaverine + H2O + dioxygen  ->  5-aminopentanal + ammonium + hydrogen peroxide	EC-1.4.3.13		dioxygen // H<sub>2</sub>O // cadaverine // 5-aminopentanal // ammonium // hydrogen peroxide
ATP[mitochondrial lumen] + (R)-lipoate[mitochondrial lumen] + H+[mitochondrial lumen]  ->  [(R)-lipoyl]adenylate[mitochondrial lumen] + diphosphate[mitochondrial lumen]		a [lipoyl-carrier protein]-L-lysine + ATP + (R)-lipoate  ->  a [lipoyl-carrier protein]-N6-[(R)-lipoyl]-L-lysine + AMP + diphosphate + H+ // lipoate salvage	ATP // (<i>R</i>)-lipoate // H<SUP>+</SUP> // diphosphate // [(<i>R</i>)-lipoyl]adenylate
3'-phosphoadenylyl-sulfate + pregnenolone  ->  adenosine 3',5'-bisphosphate + pregnenolone sulfate + H+	EC-2.8.2.15		pregnenolone // 3'-phosphoadenylyl-sulfate // adenosine 3',5'-bisphosphate // pregnenolone sulfate // H<SUP>+</SUP>
(S)-1-pyrroline-5-carboxylate + H+ + H2O  <-->  L-glutamate-5-semialdehyde		L-proline degradation // L-proline biosynthesis	(<i>S</i>)-1-pyrroline-5-carboxylate // H<sub>2</sub>O // H<SUP>+</SUP> // L-glutamate-5-semialdehyde
2'-phospho-cyclic ADP-ribose + nicotinate  ->  nicotinate-adenine dinucleotide 2'-phosphate		nicotinate + NADP+  ->  nicotinate-adenine dinucleotide 2'-phosphate + nicotinamide	nicotinate // 2'-phospho-cyclic ADP-ribose // nicotinate-adenine dinucleotide 2'-phosphate
arachidonate + dioxygen  ->  (15S)-HpETE	EC-1.13.11.33	arachidonate metabolites biosynthesis // lipoxin biosynthesis	arachidonate // dioxygen // (15<i>S</i>)-HpETE
a [thyroglobulin]-triiodothyronine + H2O  ->  3,5,3'-triiodo-L-thyronine + [unspecified degradation products]		thyroid hormone biosynthesis	H<sub>2</sub>O // a [thyroglobulin]-triiodothyronine // 3,5,3'-triiodo-L-thyronine // [unspecified degradation products]
valproate + ATP + coenzyme A  ->  valproyl-CoA + AMP + diphosphate	EC-6.2.1.2	valproate &beta;-oxidation	ATP // valproate // coenzyme A // valproyl-CoA // diphosphate // AMP
ammonium + L-glutamate + ATP  ->  L-glutamine + ADP + phosphate + H+	EC-6.3.1.2	glutamine biosynthesis	ATP // L-glutamate // ammonium // H<SUP>+</SUP> // L-glutamine // ADP // phosphate
an N-terminal L-glutaminyl-[protein] + H2O  ->  an N-terminal L-glutamyl-[protein] + ammonium	EC-3.5.1.122	Arg/N-end rule pathway (eukaryotic)	H<sub>2</sub>O // an N-terminal L-glutaminyl-[protein] // an N-terminal L-glutamyl-[protein] // ammonium
(9S)-HPODE + 2 glutathione  ->  9(S)-HODE + glutathione disulfide + H2O	EC-1.11.1.12	linoleate metabolites biosynthesis	glutathione // (9<i>S</i>)-HPODE // 9(<i>S</i>)-HODE // glutathione disulfide // H<sub>2</sub>O
UDP-N-acetyl-alpha-D-galactosamine + a 3-O-[beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl]-[core protein]  ->  a 3-O-[beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl]-L-seryl-[protein] + UDP + H+	EC-2.4.1.174	chondroitin biosynthesis	a 3-<i>O</i>-[&beta;-D-GlcA-(1&rarr;3)-&beta;-D-Gal-(1&rarr;3)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-Xyl]-[core protein] // UDP-<i>N</i>-acetyl-&alpha;-D-galactosamine // a 3-<i>O</i>-[&beta;-D-GalNAc-(1&rarr;4)-&beta;-D-GlcA-(1&rarr;3)-&beta;-D-Gal-(1&rarr;3)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-Xyl]-L-seryl-[protein] // H<SUP>+</SUP> // UDP
3,3'-diiodothyronine 3'-deiodinase		thyroid hormone metabolism I (via deiodination)	a reduced two electron carrier // 3,3'-diiodothyronine // 3-monoiodothyronine // an oxidized electron carrier // iodide // H<SUP>+</SUP>
cotinine + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  trans-3'-hydroxycotinine + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14.1	nicotine degradation V	dioxygen // a reduced [NADPH-hemoprotein reductase] // cotinine // trans-3'-hydroxycotinine // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O
2 superoxide + 2 H+  ->  hydrogen peroxide + dioxygen	EC-1.15.1.1	reactive oxygen species degradation // superoxide radicals degradation	superoxide // H<SUP>+</SUP> // hydrogen peroxide // dioxygen
(3R)-3-hydroxytriacontanoyl-CoA  ->  trans-triaconta-2-enoyl-CoA + H2O	EC-4.2.1.134	ultra-long-chain fatty acid biosynthesis	(3<i>R</i>)-3-hydroxytriacontanoyl-CoA // <i>trans</i>-triaconta-2-enoyl-CoA // H<sub>2</sub>O
