Reaction	EC-Number	In-Pathway	Substrates
S-adenosyl-L-methionine + 131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester  ->  3,8-divinyl protochlorophyllide a + 5'-deoxyadenosine + L-methionine + 2 H+		3,8-divinyl-chlorophyllide <i>a</i> biosynthesis II (anaerobic) // anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase	13<SUP>1</SUP>-oxo-magnesium-protoporphyrin IX 13-monomethyl ester // <i>S</i>-adenosyl-L-methionine // 3,8-divinyl protochlorophyllide <i>a</i> // 5'-deoxyadenosine // L-methionine // H<SUP>+</SUP>
6-methoxy-3-methyl-2-all-trans-octaprenyl-1,4-benzoquinol + a reduced two electron carrier + oxygen  ->  3-demethylubiquinol-8 + an oxidized electron carrier + H2O	EC-1.14.99.60	ubiquinol-8 biosynthesis (early decarboxylation)	a reduced two electron carrier // oxygen // 6-methoxy-3-methyl-2-<i>all-trans</i>-octaprenyl-1,4-benzoquinol // 3-demethylubiquinol-<i>8</i> // H<sub>2</sub>O // an oxidized electron carrier
(R)-3-hydroxybutanoate + NAD+  =  acetoacetate + NADH + H+	EC-1.1.1.30		NAD<sup>+</sup> // (<i>R</i>)-3-hydroxybutanoate // acetoacetate // NADH // H<SUP>+</SUP>
rhodovibrin  <-  anhydrorhodovibrin + H2O		spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	rhodovibrin // anhydrorhodovibrin // H<sub>2</sub>O
ammonia + H+  <-->  ammonium			H<SUP>+</SUP> // ammonia // ammonium
a (3R,7Z)-3-hydroxy-hexadec-7-enoyl-[acp] + NADP+  <-  a (7Z)-3-oxo-hexadec-7-enoyl-[acp] + NADPH + H+	EC-1.1.1.100	oleate biosynthesis IV (anaerobic)	NADP<sup>+</sup> // a (3R,7Z)-3-hydroxy-hexadec-7-enoyl-[acp] // a (7Z)-3-oxo-hexadec-7-enoyl-[acp] // NADPH // H<SUP>+</SUP>
S-adenosyl-L-methionine + 9-mercaptodethiobiotin  ->  biotin + 5'-deoxyadenosine + L-methionine + H+		biotin biosynthesis from 8-amino-7-oxononanoate I // 2 S-adenosyl-L-methionine + a sulfurated [sulfur carrier] + dethiobiotin + 2 a reduced [2Fe-2S] ferredoxin  ->  an unsulfurated [sulfur carrier] + biotin + 2 5'-deoxyadenosine + 2 L-methionine + 2 an oxidized [2Fe-2S] ferredoxin	9-mercaptodethiobiotin // <i>S</i>-adenosyl-L-methionine // biotin // 5'-deoxyadenosine // L-methionine // H<SUP>+</SUP>
S-adenosyl-L-methionine + a guanine46 in tRNA  ->  an N7-methylguanine46 in tRNA + S-adenosyl-L-homocysteine	EC-2.1.1.33		a guanine<sup>46</sup> in tRNA // <i>S</i>-adenosyl-L-methionine // an <i>N</i><sup>7</sup>-methylguanine<sup>46</sup> in tRNA // <i>S</i>-adenosyl-L-homocysteine
a queuosine34 in tRNA + an oxidized electron carrier + H2O  <-  an epoxyqueuosine34 in tRNA + a reduced two electron carrier	EC-1.17.99.6	queuosine biosynthesis I (<i>de novo</i>)	H<sub>2</sub>O // an oxidized electron carrier // a queuosine<sup>34</sup> in tRNA // an epoxyqueuosine<sup>34</sup> in tRNA // a reduced two electron carrier
2-oxoglutarate + acetyl-CoA + H2O  ->  (2R)-homocitrate + coenzyme A + H+	EC-2.3.3.14	FeMo cofactor biosynthesis	acetyl-CoA // H<sub>2</sub>O // 2-oxoglutarate // H<SUP>+</SUP> // (2<i>R</i>)-homocitrate // coenzyme A
hypoxanthine + NAD+ + H2O  =  xanthine + NADH + H+	EC-1.17.1.4		H<sub>2</sub>O // NAD<sup>+</sup> // hypoxanthine // xanthine // NADH // H<SUP>+</SUP>
(S)-citramalate  <-  mesaconate + H2O	EC-4.2.1.34	L-glutamate degradation VI (to pyruvate)	(<i>S</i>)-citramalate // H<sub>2</sub>O // mesaconate
an (S-diacyl-sn-glyceryl)-L-cysteinyl-[apolipoprotein] + a phosphoglyceride  ->  an N-acyl-(S-diacyl-sn-glyceryl)-L-cysteinyl-[lipoprotein] + a 1-lysophospholipid + H+	EC-2.3.1.269	lipoprotein posttranslational modification	a phosphoglyceride // an (<i>S</i>-diacyl-<i>sn</i>-glyceryl)-L-cysteinyl-[apolipoprotein] // an <i>N</i>-acyl-(<i>S</i>-diacyl-<i>sn</i>-glyceryl)-L-cysteinyl-[lipoprotein] // a 1-lysophospholipid // H<SUP>+</SUP>
D-ribulose-1,5-bisphosphate cleaving dioxygenase	EC-1.13.11		oxygen // D-ribulose-1,5-bisphosphate // 2-phosphoglycolate // 3-phospho-D-glycerate // H<SUP>+</SUP>
N-acetyl-L-glutamate 5-semialdehyde + NADP+ + phosphate  <-  N-acetylglutamyl-phosphate + NADPH + H+	EC-1.2.1.38	L-arginine biosynthesis II (acetyl cycle)	phosphate // NADP<sup>+</sup> // <i>N</i>-acetyl-L-glutamate 5-semialdehyde // H<SUP>+</SUP> // <i>N</i>-acetylglutamyl-phosphate // NADPH
acetyl phosphate + sulfite + H+  <-  sulfoacetaldehyde + phosphate	EC-2.3.3.15	sulfoacetaldehyde degradation I	sulfite // acetyl phosphate // H<SUP>+</SUP> // sulfoacetaldehyde // phosphate
L-aspartate + 2-oxoglutarate  <-->  L-glutamate + oxaloacetate	EC-2.6.1.1		2-oxoglutarate // L-aspartate // L-glutamate // oxaloacetate
5-phospho-beta-D-ribosylamine + L-glutamate + diphosphate  <-  5-phospho-alpha-D-ribose 1-diphosphate + L-glutamine + H2O	EC-2.4.2.14	5-aminoimidazole ribonucleotide biosynthesis I	L-glutamate // diphosphate // 5-phospho-&beta;-D-ribosylamine // 5-phospho-&alpha;-D-ribose 1-diphosphate // L-glutamine // H<sub>2</sub>O
a tRNAPro + L-proline + ATP  ->  an L-prolyl-[tRNAPro] + AMP + diphosphate	EC-6.1.1.15	tRNA charging	ATP // L-proline // a tRNA<SUP>Pro</SUP> // an L-prolyl-[tRNA<SUP>Pro</SUP>] // diphosphate // AMP
uroporphyrinogen-III + 4 H+  ->  coproporphyrinogen III + 4 CO2	EC-4.1.1.37	heme <i>b</i> biosynthesis II (oxygen-independent) // 3,8-divinyl-chlorophyllide <i>a</i> biosynthesis II (anaerobic)	H<SUP>+</SUP> // uroporphyrinogen-III // coproporphyrinogen III // CO<SUB>2</SUB>
S-adenosyl-L-methionine + a sulfurated [sulfur carrier] + dethiobiotin + 2 a reduced [2Fe-2S] ferredoxin + H+  ->  an unsulfurated [sulfur carrier] + 9-mercaptodethiobiotin + 5'-deoxyadenosine + L-methionine + 2 an oxidized [2Fe-2S] ferredoxin		biotin biosynthesis from 8-amino-7-oxononanoate I // 2 S-adenosyl-L-methionine + a sulfurated [sulfur carrier] + dethiobiotin + 2 a reduced [2Fe-2S] ferredoxin  ->  an unsulfurated [sulfur carrier] + biotin + 2 5'-deoxyadenosine + 2 L-methionine + 2 an oxidized [2Fe-2S] ferredoxin	H<SUP>+</SUP> // a reduced [2Fe-2S] ferredoxin // dethiobiotin // a sulfurated [sulfur carrier] // <i>S</i>-adenosyl-L-methionine // an unsulfurated [sulfur carrier] // 9-mercaptodethiobiotin // 5'-deoxyadenosine // L-methionine // an oxidized [2Fe-2S] ferredoxin
S-adenosyl-L-methionine + precorrin-3B  ->  precorrin-4 + S-adenosyl-L-homocysteine + 2 H+	EC-2.1.1.131	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)	precorrin-3B // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // precorrin-4 // <i>S</i>-adenosyl-L-homocysteine
(S)-3-hydroxyoctanoyl-CoA  <-  (2E)-oct-2-enoyl-CoA + H2O	EC-4.2.1.17	oleate &beta;-oxidation	(<i>S</i>)-3-hydroxyoctanoyl-CoA // (2<i>E</i>)-oct-2-enoyl-CoA // H<sub>2</sub>O
2 ATP + 2 [corrinoid adenosyltranferase]-cob(I)inamide  ->  2 adenosylcobinamide + 2 triphosphate + 2 a [corrinoid adenosyltransferase]		2 ATP + 2 cob(II)inamide + a [reduced flavoprotein]  ->  2 adenosylcobinamide + 2 triphosphate + an [oxidized flavoprotein] + 2 H+ // adenosylcobinamide-GDP salvage from cobinamide I // adenosylcobinamide-GDP salvage from cobinamide II	[corrinoid adenosyltranferase]-cob(I)inamide // ATP // adenosylcobinamide // triphosphate // a [corrinoid adenosyltransferase]
ATP + a [protein]-L-tyrosine  ->  ADP + a [protein]-L-tyrosine phosphate + H+	EC-2.7.10 // EC-2.7.10.1 // EC-2.7.12.1 // EC-2.7.10.2		a [protein]-L-tyrosine // ATP // ADP // a [protein]-L-tyrosine phosphate // H<SUP>+</SUP>
L-lysine + a tRNALys + ATP  ->  an L-lysyl-[tRNALys] + AMP + diphosphate	EC-6.1.1.6	tRNA charging	ATP // a tRNA<SUP>Lys</SUP> // L-lysine // an L-lysyl-[tRNA<SUP>Lys</SUP>] // diphosphate // AMP
2 a reduced rubredoxin + NAD+ + H+  <-  2 an oxidized rubredoxin + NADH	EC-1.18.1.1	octane oxidation	H<SUP>+</SUP> // a reduced rubredoxin // NAD<sup>+</sup> // NADH // an oxidized rubredoxin
beta-alanine + (R)-pantoate + ATP  ->  (R)-pantothenate + AMP + diphosphate + H+	EC-6.3.2.1	phosphopantothenate biosynthesis I	ATP // (R)-pantoate // &beta;-alanine // H<SUP>+</SUP> // (<i>R</i>)-pantothenate // diphosphate // AMP
a [SoxY protein]-S-disulfanyl-L-cysteine + 6 an oxidized c-type cytochrome + 3 H2O  ->  a [SoxY protein]-S-sulfosulfanyl-L-cysteine + 6 a reduced c-type cytochrome + 6 H+	EC-1.8.2.6	thiosulfate oxidation III (multienzyme complex)	an oxidized <i>c</i>-type cytochrome // H<sub>2</sub>O // a [SoxY protein]-<i>S</i>-disulfanyl-L-cysteine // a [SoxY protein]-<i>S</i>-sulfosulfanyl-L-cysteine // a reduced <i>c</i>-type cytochrome // H<SUP>+</SUP>
2 5-aminolevulinate  ->  porphobilinogen + H+ + 2 H2O	EC-4.2.1.24	tetrapyrrole biosynthesis I (from glutamate) // tetrapyrrole biosynthesis II (from glycine)	5-aminolevulinate // H<SUP>+</SUP> // H<sub>2</sub>O // porphobilinogen
adenine + 2 hydroxyl radical  ->  isoguanine + H2O			hydroxyl radical // adenine // isoguanine // H<sub>2</sub>O
L-tryptophan + oxygen  ->  N-Formyl-L-kynurenine	EC-1.13.11.11 // EC-1.13.11.52	L-tryptophan degradation I (via anthranilate) // L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	oxygen // L-tryptophan // <i>N</i>-Formyl-L-kynurenine
a polycistronic tRNA precursor + H2O  ->  a tRNA precursor with a 5' extension and a long 3' trailer + a partially processed polycistronic tRNA precursor	EC-3.1.26.12	tRNA processing	H<sub>2</sub>O // a tRNA precursor with a 5' extension and a long 3' trailer // a polycistronic tRNA precursor
ethanol + hydrogen peroxide  =  acetaldehyde + 2 H2O	EC-1.11.1.6		hydrogen peroxide // ethanol // H<sub>2</sub>O // acetaldehyde
D-glucopyranose 6-phosphate + NADP+  ->  6-phospho D-glucono-1,5-lactone + NADPH + H+	EC-1.1.1.49	Entner-Doudoroff pathway I // pentose phosphate pathway (oxidative branch) I	NADP<sup>+</sup> // D-glucopyranose 6-phosphate // 6-phospho D-glucono-1,5-lactone // NADPH // H<SUP>+</SUP>
dADP + an oxidized NrdH glutaredoxin-like protein + H2O  <-  ADP + a reduced NrdH glutaredoxin-like protein	EC-1.17.4.1	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II	H<sub>2</sub>O // an oxidized NrdH glutaredoxin-like protein // dADP // ADP // a reduced NrdH glutaredoxin-like protein
S-adenosyl-L-methionine + 131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester  ->  131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester + 5'-deoxyadenosine + L-methionine + H+		3,8-divinyl-chlorophyllide <i>a</i> biosynthesis II (anaerobic) // anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase	13<SUP>1</SUP>-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester // <i>S</i>-adenosyl-L-methionine // 13<SUP>1</SUP>-oxo-magnesium-protoporphyrin IX 13-monomethyl ester // 5'-deoxyadenosine // L-methionine // H<SUP>+</SUP>
a tRNAThr + L-threonine + ATP  ->  an L-threonyl-[tRNAThr] + AMP + diphosphate	EC-6.1.1.3	tRNA charging	ATP // L-threonine // a tRNA<SUP>Thr</SUP> // an L-threonyl-[tRNA<SUP>Thr</SUP>] // diphosphate // AMP
(R)-4'-phosphopantothenate + L-cysteine + CTP  ->  (R)-4'-phosphopantothenoyl-L-cysteine + CMP + diphosphate + H+	EC-6.3.2.5	coenzyme A biosynthesis I (prokaryotic)	CTP // L-cysteine // (<i>R</i>)-4'-phosphopantothenate // H<SUP>+</SUP> // (R)-4'-phosphopantothenoyl-L-cysteine // diphosphate // CMP
a 2,3,4-saturated fatty acyl-[acp] + NAD+  <-  a trans-2-enoyl-[acyl-carrier protein] + NADH + H+	EC-1.3.1.9	fatty acid elongation -- saturated	NAD<sup>+</sup> // a 2,3,4-saturated fatty acyl-[acp] // a <i>trans</i>-2-enoyl-[acyl-carrier protein] // NADH // H<SUP>+</SUP>
isobutanoyl-CoA + an [apo BCAA dehydrogenase E2 protein] N6-dihydrolipoyl-L-lysine  <-->  an [apo BCAA dehydrogenase E2 protein] N6-S-[2-methylpropanoyl]dihydrolipoyl-L-lysine + coenzyme A	EC-2.3.1.168	3-methyl-2-oxobutanoate + coenzyme A + NAD+  ->  isobutanoyl-CoA + CO2 + NADH	an [<i>apo</i> BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine // isobutanoyl-CoA // an [<i>apo</i> BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-[2-methylpropanoyl]dihydrolipoyl-L-lysine // coenzyme A
ATP + (S)-NADPHX  ->  ADP + NADPH + phosphate + H+	EC-4.2.1.93	NADPH repair (eukaryotes)	(<i>S</i>)-NADPHX // ATP // NADPH // ADP // phosphate // H<SUP>+</SUP>
acetone + hydrogencarbonate + 2 ATP + 3 H2O  ->  acetoacetate + 2 AMP + 4 phosphate + 4 H+	EC-6.4.1.6	acetone degradation II (to acetoacetate)	H<sub>2</sub>O // ATP // hydrogencarbonate // acetone // acetoacetate // AMP // phosphate // H<SUP>+</SUP>
purine + NAD+ + H2O  ->  8-hydroxypurine + NADH + H+	EC-1.17.1.4		NAD<sup>+</sup> // H<sub>2</sub>O // purine // 8-hydroxypurine // NADH // H<SUP>+</SUP>
NAD+ + H2O  ->  AMP + beta-nicotinamide D-ribonucleotide + 2 H+	EC-3.6.1.22	NAD salvage pathway III (to nicotinamide riboside)	H<sub>2</sub>O // NAD<sup>+</sup> // AMP // &beta;-nicotinamide D-ribonucleotide // H<SUP>+</SUP>
a (1->4)-alpha-D-glucan  ->  a GlgE-glycogen	EC-2.4.1.18		a (1&rarr;4)-&alpha;-D-glucan // a GlgE-glycogen
a [reduced flavoprotein] + 2 [corrinoid adenosyltranferase]-cob(II)inamide  ->  an [oxidized flavoprotein] + 2 [corrinoid adenosyltranferase]-cob(I)inamide + 2 H+		2 ATP + 2 cob(II)inamide + a [reduced flavoprotein]  ->  2 adenosylcobinamide + 2 triphosphate + an [oxidized flavoprotein] + 2 H+ // adenosylcobinamide-GDP salvage from cobinamide I // adenosylcobinamide-GDP salvage from cobinamide II	[corrinoid adenosyltranferase]-cob(II)inamide // a [reduced flavoprotein] // an [oxidized flavoprotein] // H<SUP>+</SUP> // [corrinoid adenosyltranferase]-cob(I)inamide
GTP + MoO2-molybdopterin cofactor + H+  ->  guanylyl molybdenum cofactor + diphosphate	EC-2.7.7.77	guanylyl molybdenum cofactor biosynthesis	H<SUP>+</SUP> // GTP // MoO<sub>2</sub>-molybdopterin cofactor // guanylyl molybdenum cofactor // diphosphate
a (3R,11Z)-3-hydroxy-icos-11-enoyl-[acp]  ->  a (2E,11Z)-icosa-2,11-dienoyl-[acp] + H2O	EC-4.2.1.59	gondoate biosynthesis (anaerobic)	a (3R,11Z)-3-hydroxy-icos-11-enoyl-[acp] // a (2E,11Z)-icosa-2,11-dienoyl-[acp] // H<sub>2</sub>O
(7,8-dihydropterin-6-yl)methyl diphosphate + 4-aminobenzoate  ->  7,8-dihydropteroate + diphosphate	EC-2.5.1.15	tetrahydrofolate biosynthesis	4-aminobenzoate // (7,8-dihydropterin-6-yl)methyl diphosphate // 7,8-dihydropteroate // diphosphate
Acrylamidase	EC-3.5.1.4	acrylonitrile degradation I	H<sub>2</sub>O // acrylamide // ammonium // acrylate
L-histidinol phosphate + 2-oxoglutarate  <-->  3-(imidazol-4-yl)-2-oxopropyl phosphate + L-glutamate	EC-2.6.1.9	L-histidine biosynthesis	2-oxoglutarate // L-histidinol phosphate // 3-(imidazol-4-yl)-2-oxopropyl phosphate // L-glutamate
a (2E)-2-enoyl-CoA + NADP+  <-  a (2E,4E)-2,4-dienoyl-CoA + NADPH + H+	EC-1.3.1.34		NADP<sup>+</sup> // a (2<i>E</i>)-2-enoyl-CoA // a (2E,4E)-2,4-dienoyl-CoA // NADPH // H<SUP>+</SUP>
2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol  ->  2-C-methyl-D-erythritol-2,4-cyclodiphosphate + CMP	EC-4.6.1.12	methylerythritol phosphate pathway II // methylerythritol phosphate pathway I	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol // 2-C-methyl-D-erythritol-2,4-cyclodiphosphate // CMP
5,6-dihydrouracil + H2O  ->  3-ureidopropanoate + H+	EC-3.5.2.2	uracil degradation I (reductive)	5,6-dihydrouracil // H<sub>2</sub>O // H<SUP>+</SUP> // 3-ureidopropanoate
S-adenosyl-L-methionine + 3,4-didehydrorhodopin  ->  anhydrorhodovibrin + S-adenosyl-L-homocysteine + H+	EC-2.1.1	spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	3,4-didehydrorhodopin // <i>S</i>-adenosyl-L-methionine // anhydrorhodovibrin // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
(3Z)-dodec-3-enoyl-CoA + acetyl-CoA  <-  3-oxo-(5Z)-tetradecenoyl-CoA + coenzyme A	EC-2.3.1.16	oleate &beta;-oxidation	acetyl-CoA // (3Z)-dodec-3-enoyl-CoA // 3-oxo-(5Z)-tetradecenoyl-CoA // coenzyme A
adenosylcobinamide + H2O  ->  (R)-1-aminopropan-2-ol + adenosylcobyrate	EC-3.5.1.90	adenosylcobinamide-GDP salvage from cobinamide II	H<sub>2</sub>O // adenosylcobinamide // (<i>R</i>)-1-aminopropan-2-ol // adenosylcobyrate
canavaninosuccinate  =  L-canavanine + fumarate	EC-4.3.2.1		canavaninosuccinate // L-canavanine // fumarate
2 ditrans,octacis-undecaprenyldiphospho-N-acetyl-(N-acetylglucosaminyl)muramoyl-L-alanyl-gamma-D-isoglutaminyl-N-(beta-D-asparaginyl)-L-lysyl-D-alanyl-D-alanine  =  a peptidoglycan dimer (E. faeciums) + di-trans,octa-cis-undecaprenyl diphosphate + H+	EC-2.4.1.129		<i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N-(&beta;-D-asparaginyl)-L-lysyl-D-alanyl-D-alanine // H<SUP>+</SUP> // a peptidoglycan dimer (E. faeciums) // <i>di-trans,octa-cis</i>-undecaprenyl diphosphate
S-adenosyl-L-methionine + demethylspheroidene  ->  spheroidene + S-adenosyl-L-homocysteine + H+	EC-2.1.1.210	spheroidene and spheroidenone biosynthesis	demethylspheroidene // <i>S</i>-adenosyl-L-methionine // spheroidene // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
acetyl-CoA + phosphate  <-->  acetyl phosphate + coenzyme A	EC-2.3.1.8	pyruvate fermentation to acetate IV // sulfoacetaldehyde degradation I // (<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen // acetate and ATP formation from acetyl-CoA I	acetyl-CoA // phosphate // acetyl phosphate // coenzyme A
Coalpha-[alpha-(benzimidazolyl)]-Cobeta-adenosylcobamide 5'-phosphate + H2O  ->  Coalpha-[alpha-(benzimidazolyl)]-Cobeta-adenosylcobamide + phosphate	EC-3.1.3.73	benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	H<sub>2</sub>O // <i>Co</i>&alpha;-[&alpha;-(benzimidazolyl)]-<i>Co</i>&beta;-adenosylcobamide 5'-phosphate // <i>Co</i>&alpha;-[&alpha;-(benzimidazolyl)]-<i>Co</i>&beta;-adenosylcobamide // phosphate
poly (D-glutamate)n + L-glutamate + ATP  =  poly (D-glutamate)(n+1) + ADP + phosphate			ATP // L-glutamate // poly-&gamma;-D-glutamate // ADP // phosphate
(acetamidomethyl)phosphonate + ATP  ->  alpha-D-ribose 1-(acetamidomethylphosphonate) 5-triphosphate + adenine	EC-2.7.8.37	(aminomethyl)phosphonate degradation	ATP // (acetamidomethyl)phosphonate // &alpha;-D-ribose 1-(acetamidomethylphosphonate) 5-triphosphate // adenine
dCDP + ATP  ->  dCTP + ADP	EC-2.7.4.6	pyrimidine deoxyribonucleotide phosphorylation // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III	ATP // dCDP // dCTP // ADP
2,3-Dihydroxy-3-methylvalerate dehydratase	EC-4.2.1.9	L-isoleucine biosynthesis I (from threonine)	(<i>R</i>)-2,3-dihydroxy-3-methylpentanoate // (3<i>S</i>)-3-methyl-2-oxopentanoate // H<sub>2</sub>O
a tRNA precursor with a 5' extension and a short 3' extension + H2O  ->  a tRNA precursor with a short 3' extension + a tRNA fragment	EC-3.1.26.5	tRNA processing	H<sub>2</sub>O // a tRNA precursor with a 5' extension and a short 3' extension // a tRNA precursor with a short 3' extension // a tRNA fragment
3-hydroxyhexanoyl-[acyl-carrier protein] reductase	EC-1.1.1.100	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast) // palmitate biosynthesis (type II fatty acid synthase)	NADP<sup>+</sup> // a (3<i>R</i>)-3-hydroxyhexanoyl-[acp] // a 3-oxohexanoyl-[acp] // NADPH // H<SUP>+</SUP>
S-adenosyl-L-methionine + magnesium-protoporphyrin IX 13-monomethyl ester + H2O  ->  131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + 5'-deoxyadenosine + L-methionine + H+		3,8-divinyl-chlorophyllide <i>a</i> biosynthesis II (anaerobic) // anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase	H<sub>2</sub>O // magnesium-protoporphyrin IX 13-monomethyl ester // <i>S</i>-adenosyl-L-methionine // 13<SUP>1</SUP>-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester // 5'-deoxyadenosine // L-methionine // H<SUP>+</SUP>
alpha-D-galactopyranose + ATP  ->  alpha-D-galactose 1-phosphate + ADP + H+	EC-2.7.1.6	D-galactose degradation I (Leloir pathway)	ATP // &alpha;-D-galactopyranose // H<SUP>+</SUP> // &alpha;-D-galactose 1-phosphate // ADP
ATP + N2-formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide + L-glutamine + H2O  ->  L-glutamate + ADP + 2-(formamido)-N1-(5-phospho-beta-D-ribosyl)acetamidine + phosphate + H+	EC-6.3.5.3	5-aminoimidazole ribonucleotide biosynthesis I	H<sub>2</sub>O // L-glutamine // <i>N</i><sup>2</sup>-formyl-<i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide // ATP // H<SUP>+</SUP> // L-glutamate // ADP // phosphate // 2-(formamido)-N<sup>1</sup>-(5-phospho-&beta;-D-ribosyl)acetamidine
dUDP + an oxidized thioredoxin + H2O  <-  UDP + a reduced thioredoxin	EC-1.17.4.1	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III	H<sub>2</sub>O // an oxidized thioredoxin // dUDP // UDP // a reduced thioredoxin
beta-D-fructose 1,6-bisphosphate  <-->  glycerone phosphate + D-glyceraldehyde 3-phosphate	EC-4.1.2.13	glycolysis III (from glucose) // Calvin-Benson-Bassham cycle // gluconeogenesis I	&beta;-D-fructose 1,6-bisphosphate // glycerone phosphate // D-glyceraldehyde 3-phosphate
a (5Z)-dodec-5-enoyl-[acp] + NAD+  <-  a (2E,5Z)-dodeca-3,5-dienoyl-[acp] + NADH + H+	EC-1.3.1.9	(5Z)-dodecenoate biosynthesis I	a (5<i>Z</i>)-dodec-5-enoyl-[acp] // NAD<sup>+</sup> // a (2<i>E</i>,5<i>Z</i>)-dodeca-3,5-dienoyl-[acp] // NADH // H<SUP>+</SUP>
UDP-N-acetyl-alpha-D-muramate + NADP+  =  UDP-N-acetyl-alpha-D-glucosamine-enolpyruvate + NADPH + H+	EC-1.3.1.98		UDP-<i>N</i>-acetyl-&alpha;-D-muramate // NADP<sup>+</sup> // H<SUP>+</SUP> // NADPH // UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine-enolpyruvate
(S)-malate + NADP+  <-->  oxaloacetate + NADPH + H+	EC-1.1.1.82	(S)-malate + NADP+  ->  pyruvate + CO2 + NADPH	NADP<sup>+</sup> // (<i>S</i>)-malate // H<SUP>+</SUP> // NADPH // oxaloacetate
4-methyl-5-(2-phosphooxyethyl)thiazole + 4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine + H+  ->  thiamine phosphate + diphosphate	EC-2.5.1.3	thiamine diphosphate salvage II	H<SUP>+</SUP> // 4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine // 4-methyl-5-(2-phosphooxyethyl)thiazole // thiamine phosphate // diphosphate
pyruvate + D-glyceraldehyde 3-phosphate + H+  ->  1-deoxy-D-xylulose 5-phosphate + CO2	EC-2.2.1.7	pyridoxal 5'-phosphate biosynthesis I // methylerythritol phosphate pathway II // methylerythritol phosphate pathway I	D-glyceraldehyde 3-phosphate // pyruvate // H<SUP>+</SUP> // 1-deoxy-D-xylulose 5-phosphate // CO<SUB>2</SUB>
cob(II)inamide + a [corrinoid adenosyltransferase]  ->  [corrinoid adenosyltranferase]-cob(II)inamide		2 ATP + 2 cob(II)inamide + a [reduced flavoprotein]  ->  2 adenosylcobinamide + 2 triphosphate + an [oxidized flavoprotein] + 2 H+ // adenosylcobinamide-GDP salvage from cobinamide I // adenosylcobinamide-GDP salvage from cobinamide II	a [corrinoid adenosyltransferase] // cob(II)inamide // [corrinoid adenosyltranferase]-cob(II)inamide
a [PTS enzyme I]-Npi-phospho-L-histidine + an [HPr]-L-histidine  ->  a [PTS enzyme I]-L-histidine + an [HPr protein]-Npi-phospho-L-histidine		phosphoenolpyruvate + an [HPr]-L-histidine  ->  pyruvate + an [HPr protein]-Npi-phospho-L-histidine	an [HPr]-L-histidine // a [PTS enzyme I]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine // a [PTS enzyme I]-L-histidine // an [HPr protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine
