Reaction	EC-Number	In-Pathway	Substrates
nicotinamide mononucleotide + H2O  ->  D-ribose 5-phosphate + nicotinamide + H+	EC-3.2.2.14	pyridine nucleotide cycling	nicotinamide mononucleotide // H<SUB>2</SUB>O // D-ribose 5-phosphate // H<SUP>+</SUP> // nicotinamide
4-hydroxyphenylpyruvate + oxygen  ->  CO2 + homogentisate	EC-1.13.11.27	tyrosine degradation I	oxygen // 4-hydroxyphenylpyruvate // CO<SUB>2</SUB> // homogentisate
(25S)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA + an oxidized electron carrier  ->  (24E)-3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA + a reduced two electron carrier		bile acid biosynthesis, neutral pathway	an oxidized electron carrier // (25<i>S</i>)-3&alpha;,7&alpha;-dihydroxy-5&beta;-cholestanoyl-CoA // (24<i>E</i>)-3&alpha;,7&alpha;-dihydroxy-5&beta;-cholest-24-enoyl-CoA // a reduced two electron carrier
5,10-methylenetetrahydropteroyl mono-L-glutamate + NADP+  ->  5,10-methenyltetrahydrofolate + NADPH	EC-1.5.1.5	folate transformations II (plants) // folate transformations I	NADP<sup>+</sup> // 5,10-methylenetetrahydropteroyl mono-L-glutamate // NADPH // 5,10-methenyltetrahydrofolate
N-acetyl-beta-D-glucosamine + ATP  ->  N-acetyl-D-glucosamine 6-phosphate + ADP + H+	EC-2.7.1.59	<i>N</i>-acetylglucosamine degradation II	ATP // <i>N</i>-acetyl-&beta;-D-glucosamine // <i>N</i>-acetyl-D-glucosamine 6-phosphate // H<SUP>+</SUP> // ADP
nicotinamide mononucleotide + H2O  ->  ammonia + nicotinate mononucleotide + H+	EC-3.5.1.42	pyridine nucleotide cycling	H<SUB>2</SUB>O // nicotinamide mononucleotide // H<SUP>+</SUP> // ammonia // nicotinate mononucleotide
ATP + 5-formyl-tetrahydrofolate  <-->  ADP + 5,10-methenyltetrahydrofolate + phosphate	EC-6.3.3.2	folate transformations II (plants) // folate transformations I	ATP // 5-formyl-tetrahydrofolate // 5,10-methenyltetrahydrofolate // ADP // phosphate
UDP-D-glucose + cis-zeatin  =  cis-zeatin-9-N-glucoside + UDP + H+	EC-2.4.1		<i>cis</i>-zeatin // UDP-D-glucose // H<SUP>+</SUP> // <i>cis</i>-zeatin-9-<i>N</i>-glucoside // UDP
S-adenosyl-L-methionine + H+  ->  CO2 + S-adenosyl-L-methioninamine	EC-4.1.1.50	spermidine biosynthesis I // spermine biosynthesis	H<SUP>+</SUP> // <i>S</i>-adenosyl-L-methionine // CO<SUB>2</SUB> // <i>S</i>-adenosyl-L-methioninamine
2-deoxy-D-ribose 5-phosphate  ->  acetaldehyde + D-glyceraldehyde-3-phosphate	EC-4.1.2.4	pyrimidine deoxyribonucleosides degradation // (deoxy)ribose phosphate degradation	2-deoxy-D-ribose 5-phosphate // acetaldehyde // D-glyceraldehyde-3-phosphate
a [procollagen]-L-proline + 2-oxoglutarate + oxygen  =  a [procollagen]-trans-3-hydroxy-L-proline + CO2 + succinate	EC-1.14.11.7		2-oxoglutarate // oxygen // a [procollagen]-L-proline // a [procollagen]-<i>trans</i>-3-hydroxy-L-proline // CO<SUB>2</SUB> // succinate
a 3-O-[beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl]-[core protein] + UDP-alpha-N-acetyl-D-glucosamine  ->  a 3-O-[alpha-D-GlcNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl]-[core protein] + UDP + H+	EC-2.4.1.223	heparan sulfate biosynthesis (late stages)	UDP-&alpha;-<i>N</i>-acetyl-D-glucosamine // a 3-<i>O</i>-[&beta;-D-GlcA-(1&rarr;3)-&beta;-D-Gal-(1&rarr;3)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-Xyl]-[core protein] // a 3-<i>O</i>-[&alpha;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcA-(1&rarr;3)-&beta;-D-Gal-(1&rarr;3)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-Xyl]-[core protein] // H<SUP>+</SUP> // UDP
a [protein]-L-arginine + H2O  ->  a [protein]-L-citrulline + ammonia	EC-3.5.3.15	protein citrullination	a [protein]-L-arginine // H<SUB>2</SUB>O // a [protein]-L-citrulline // ammonia
GDP-L-fucose + a beta-D-galactosyl-R  =  alpha-L-fucosyl-1,2-beta-D-galactosyl-R + GDP + H+	EC-2.4.1.69		a &beta;-D-galactosyl-R // GDP-L-fucose // H<SUP>+</SUP> // &alpha;-L-fucosyl-1,2-&beta;-D-galactosyl-R // GDP
ATP  ->  cyclic-AMP + diphosphate	EC-4.6.1.1	cyclic AMP biosynthesis	ATP // cyclic-AMP // diphosphate
aminocarboxymuconate semialdehyde + H+  ->  CO2 + 2-aminomuconate semialdehyde	EC-4.1.1.45	2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA	aminocarboxymuconate semialdehyde // H<SUP>+</SUP> // CO<SUB>2</SUB> // 2-aminomuconate semialdehyde
3-beta-hydroxyandrost-5-en-17-one 3-sulfate + H2O  =  sulfate + 3-beta-hydroxyandrost-5-en-17-one + 3 H+	EC-3.1.6.2		3-&beta;-hydroxyandrost-5-en-17-one 3-sulfate // H<SUB>2</SUB>O // H<SUP>+</SUP> // sulfate // 3-&beta;-hydroxyandrost-5-en-17-one
10-formyl-tetrahydropteroyl-[gamma-Glu](n) + L-glutamate + ATP  ->  10-formyl-tetrahydropteroyl-[gamma-Glu](n+1) + ADP + phosphate	EC-6.3.2.17	folate polyglutamylation	ATP // L-glutamate // an <i>N</i><sup>10</sup>-formyltetrahydrofolate // ADP // phosphate
D-fructose + beta-D-glucose  =  D-sorbitol + D-glucono-1,5-lactone	EC-1.1.99.28		&beta;-D-glucose // D-fructose // D-sorbitol // D-glucono-1,5-lactone
phenylacetaldehyde + NADH + H+  ->  2-phenylethanol + NAD+	EC-1.1.1.1	phenylalanine degradation III	NADH // phenylacetaldehyde // H<SUP>+</SUP> // 2-phenylethanol // NAD<sup>+</sup>
L-arginine + oxygen + H2O  =  ammonia + 2-ketoarginine + hydrogen peroxide + H+	EC-1.4.3.2		H<SUB>2</SUB>O // oxygen // L-arginine // H<SUP>+</SUP> // ammonia // 2-ketoarginine // hydrogen peroxide
a D-hexose + ATP  =  D-hexose 6-phosphate + ADP	EC-2.7.1.1		ATP // a D-hexose // D-hexose 6-phosphate // ADP
(1,4-alpha-D-glucosyl)(n) + H2O  =  (1,4-alpha-D-glucosyl)(n-1) + alpha-D-glucose	EC-3.2.1.20		H<SUB>2</SUB>O // a (1&rarr;4)-&alpha;-D-glucan // &alpha;-D-glucose
adenylo-succinate  ->  fumarate + AMP	EC-4.3.2.2	adenosine nucleotides <i>de novo</i> biosynthesis	adenylo-succinate // fumarate // AMP
spermine + oxygen + H2O  =  1-(3-aminopropyl)-4-aminobutanal + propane-1,3-diamine + hydrogen peroxide	EC-1.5.3.14		H<SUB>2</SUB>O // oxygen // spermine // 1-(3-aminopropyl)-4-aminobutanal // propane-1,3-diamine // hydrogen peroxide
a dolichol + CTP  =  a dolichyl phosphate + CDP + H+	EC-2.7.1.108		CTP // a dolichol // a dolichyl phosphate // H<SUP>+</SUP> // CDP
trehalose-cis-keto-mono-mycolate O-mycolyltransferase	EC-2.3.1		trehalose-cis-keto-mono-mycolate // an arabinogalactan // arabinogalactan-cis-keto-mycolate // trehalose
N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphosphodolichol + GDP-alpha-D-mannose  ->  beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + GDP + H+	EC-2.4.1.142	dolichyl-diphosphooligosaccharide biosynthesis	GDP-&alpha;-D-mannose // <i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;4)-<i>N</i>-acetyl-&alpha;-D-glucosaminyl-diphosphodolichol // &beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol // H<SUP>+</SUP> // GDP
L-glutamine + UTP + ATP + H2O  ->  ADP + CTP + L-glutamate + phosphate + 2 H+	EC-6.3.4.2	pyrimidine ribonucleotides interconversion	ATP // UTP // H<SUB>2</SUB>O // L-glutamine // H<SUP>+</SUP> // ADP // phosphate // CTP // L-glutamate
N-acetylneuraminate-9-phosphate + H2O  ->  N-acetylneuraminate + phosphate	EC-3.1.3.29	CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes)	H<SUB>2</SUB>O // <i>N</i>-acetylneuraminate-9-phosphate // <i>N</i>-acetylneuraminate // phosphate
crotonoyl-[acyl-carrier-protein] hydratase	EC-4.2.1.58	palmitate biosynthesis I (animals)	a (<i>3R</i>)-3-hydroxybutanoyl-[acp] // H<SUB>2</SUB>O // a (2<i>E</i>)-but-2-enoyl-[acp]
all-trans-hexaprenyl diphosphate + 4-hydroxybenzoate  ->  3-hexaprenyl-4-hydroxybenzoate + diphosphate	EC-2.5.1.39	ubiquinol-6 biosynthesis (eukaryotic)	4-hydroxybenzoate // all-<i>trans</i>-hexaprenyl diphosphate // 3-hexaprenyl-4-hydroxybenzoate // diphosphate
L-homocysteine + 5-methyl-tetrahydrofolate  ->  L-methionine + tetrahydrofolate	EC-2.1.1.13	folate transformations II (plants) // folate transformations I // methionine salvage II (mammalia)	5-methyl-tetrahydrofolate // L-homocysteine // L-methionine // tetrahydrofolate
L-arginine + H2O  ->  urea + L-ornithine	EC-3.5.3.1	arginine degradation VI (arginase 2 pathway) // citrulline biosynthesis // arginine degradation I (arginase pathway) // urea cycle	L-arginine // H<SUB>2</SUB>O // urea // L-ornithine
squalene monooxygenase	EC-1.14.99.7	epoxysqualene biosynthesis	squalene // a reduced two electron carrier // oxygen // (S)-2,3-epoxysqualene // H<SUB>2</SUB>O // an oxidized electron carrier
a [chondroitin-sulfate] containing 4-O-sulfo-N-acetylgalactosamine + H2O  ->  a [chondroitin] containing N-acetyl-galactosamine + sulfate	EC-3.1.6.12	chondroitin sulfate degradation (metazoa)	H<SUB>2</SUB>O // a [chondroitin-sulfate] containing 4-<i>O</i>-sulfo-<i>N</i>-acetylgalactosamine // a [chondroitin] containing <i>N</i>-acetyl-galactosamine // sulfate
(S)-malate + NAD+  <-->  oxaloacetate + NADH + H+	EC-1.1.1.37	aspartate degradation II // TCA cycle variation III (eukaryotic) // TCA cycle // gluconeogenesis I	NAD<sup>+</sup> // (<i>S</i>)-malate // H<SUP>+</SUP> // oxaloacetate // NADH
L-tryptophan + 2 H+ + oxygen  ->  N-formylkynurenine	EC-1.13.11.11	tryptophan degradation I (via anthranilate) // tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	L-tryptophan // oxygen // H<SUP>+</SUP> // <i>N</i>-formylkynurenine
n melanochrome  ->  eumelanin		eumelanin biosynthesis	melanochrome // eumelanin
acetate + ATP + coenzyme A  <-  acetyl-CoA + ADP + phosphate	EC-6.2.1.13	acetate formation from acetyl-CoA II	ATP // acetate // coenzyme A // phosphate // acetyl-CoA // ADP
5-diphospho-1D-myo-inositol (1,2,3,4,6)pentakisphosphate + ATP  =  1,5-bisdiphosphoinositol-1D-myo-inositol (2,3,4,6)tetrakisphosphate + ADP	EC-2.7.4.24		ATP // 5-diphospho-1D-myo-inositol (1,2,3,4,6)pentakisphosphate // 1,5-bisdiphosphoinositol-1D-<i>myo</i>-inositol (2,3,4,6)tetrakisphosphate // ADP
2-phospho-D-glycerate  <-->  phosphoenolpyruvate + H2O	EC-4.2.1.11	glycolysis I // glycolysis III // glycolysis V (Pyrococcus) // gluconeogenesis I	2-phospho-D-glycerate // phosphoenolpyruvate // H<SUB>2</SUB>O
deoxyguanosine + phosphate  =  guanine + deoxyribose 1-phosphate	EC-2.4.2.1		phosphate // deoxyguanosine // guanine // deoxyribose 1-phosphate
desmosterol + NADP+  <-  7-dehydrodesmosterol + NADPH + H+	EC-1.3.1.21	cholesterol biosynthesis III (via desmosterol)	NADP<sup>+</sup> // desmosterol // 7-dehydrodesmosterol // NADPH // H<SUP>+</SUP>
1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate + H2O  ->  a 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + phosphate + 2 H+	EC-3.1.3.67	PIP metabolism	H<SUB>2</SUB>O // 1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate // a 1-phosphatidyl-1D-<i>myo</i>-inositol 4,5-bisphosphate // H<SUP>+</SUP> // phosphate
nicotinamide riboside + ATP  ->  nicotinamide mononucleotide + ADP + H+	EC-2.7.1.22	NAD salvage pathway III	ATP // nicotinamide riboside // H<SUP>+</SUP> // nicotinamide mononucleotide // ADP
1,3-bisphospho-D-glycerate  ->  2,3-diphosphoglycerate + H+	EC-5.4.2.4	Rapoport-Luebering glycolytic shunt	1,3-bisphospho-D-glycerate // H<SUP>+</SUP> // 2,3-diphosphoglycerate
3-demethylubiquinone-8 3-O-methyltransferase	EC-2.1.1.64	ubiquinol-8 biosynthesis (eukaryotic)	3-demethylubiquinol-<i>8</i> // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // ubiquinol-<i>8</i> // <i>S</i>-adenosyl-L-homocysteine
a 2,3,4-saturated fatty acyl CoA + H2O  ->  a fatty acid + coenzyme A + H+	EC-3.1.2.2	acyl-CoA hydrolysis	H<SUB>2</SUB>O // a 2,3,4-saturated fatty acyl CoA // a fatty acid // coenzyme A // H<SUP>+</SUP>
AMP + ATP  ->  2 ADP	EC-2.7.4.3	adenosine nucleotides <i>de novo</i> biosynthesis // purine and pyrimidine metabolism	ATP // AMP // ADP
S-adenosyl-L-methionine + methylarsonite  ->  S-adenosyl-L-homocysteine + cacodylate + 2 H+	EC-2.1.1.137	arsenate detoxification I (glutaredoxin)	methylarsonite // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // <i>S</i>-adenosyl-L-homocysteine // cacodylate
6-phospho-D-gluconate + NAD+  ->  D-ribulose-5-phosphate + CO2 + NADH	EC-1.1.1.44	formaldehyde oxidation I	NAD<sup>+</sup> // 6-phospho-D-gluconate // D-ribulose-5-phosphate // CO<SUB>2</SUB> // NADH
a beta-D-glucuronate in [chondroitin]  ->  dermatan-[core protein]	EC-5.1.3.19	dermatan sulfate biosynthesis (late stages)	a &beta;-D-glucuronate in [chondroitin] // dermatan-[core protein]
2-hydroxyglutarate + NAD+  =  2-oxoglutarate + NADH + H+	EC-1.1.99.2		NAD<sup>+</sup> // 2-hydroxyglutarate // H<SUP>+</SUP> // 2-oxoglutarate // NADH
UDP-D-glucose + kinetin  =  kinetin-9-N-glucoside + UDP + H+	EC-2.4.1		kinetin // UDP-D-glucose // H<SUP>+</SUP> // kinetin-9-<i>N</i>-glucoside // UDP
Folatepolyglutamate<sub>(n)</sub>	EC-3.4.19.9	glutamate removal from folates	H<SUB>2</SUB>O // L-glutamate // all folates
pyruvate + (R)-3-amino-2-methylpropanoate  =  L-alanine + (S)-methylmalonate-semialdehyde	EC-2.6.1.40		(R)-3-amino-2-methylpropanoate // pyruvate // L-alanine // (<i>S</i>)-methylmalonate-semialdehyde
D-mannose 6-phosphate  <-->  D-fructose-6-phosphate	EC-5.3.1.8	D-mannose degradation // GDP-mannose biosynthesis I // mannitol degradation II // GDP-mannose metabolism // GDP-mannose biosynthesis	D-mannose 6-phosphate // D-fructose-6-phosphate
GDP + ATP  =  GTP + ADP	EC-2.7.4.6		ATP // GDP // GTP // ADP
Glycerol-3-phosphate dehydrogenase	EC-1.1.99.5		<i>sn</i>-glycerol-3-phosphate // an oxidized electron carrier // a reduced two electron carrier // dihydroxyacetone phosphate
AMP-5'-nucleotidase	EC-3.1.3.5	adenosine nucleotides degradation II	H<SUB>2</SUB>O // AMP // adenosine // phosphate
a [protein]-L-lysine + a ubiquitin + ATP  ->  a [protein]-N6-monoubiquitinyl-L-lysine + AMP + diphosphate	EC-6.3.2.19	Targeted protein degradation	ATP // a ubiquitin // a [protein]-L-lysine // a [protein]-<i>N<sup>6</sup></i>-monoubiquitinyl-L-lysine // AMP // diphosphate
3-keto-L-gulonate + H+  ->  L-xylulose + CO2	EC-4.1.1.34	D-glucuronate degradation I	3-keto-L-gulonate // H<SUP>+</SUP> // L-xylulose // CO<SUB>2</SUB>
D-dopachrome + H+  =  5,6-dihydroxyindole + CO2	EC-4.1.1.84		D-dopachrome // H<SUP>+</SUP> // 5,6-dihydroxyindole // CO<SUB>2</SUB>
a steryl-ester + H2O  =  a fatty acid + a sterol	EC-3.1.1.13		a steryl-ester // H<SUB>2</SUB>O // a fatty acid // a sterol
phosphoadenosine-5'-phosphosulfate + an amine  =  adenosine 3',5'-bisphosphate + a sulfamate	EC-2.8.2.3		an amine // phosphoadenosine-5'-phosphosulfate // adenosine 3',5'-bisphosphate // a sulfamate
Valine transaminase	EC-2.6.1.42	valine degradation I // valine degradation	2-oxoglutarate // L-valine // 2-oxoisovalerate // L-glutamate
a 2,3,4-saturated (3S)-3-hydroxyacyl-CoA + NAD+  ->  a 2,3,4-saturated 3-oxoacyl-CoA + NADH + H+	EC-1.1.1.35	fatty acid &beta;-oxidation II (core pathway) // fatty acid &beta;-oxidation I	a 2,3,4-saturated (3<i>S</i>)-3-hydroxyacyl-CoA // NAD<sup>+</sup> // a 2,3,4-saturated 3-oxoacyl-CoA // NADH // H<SUP>+</SUP>
a sphingosine-containing ceramide + a phosphatidylcholine  ->  a 1,2-diacyl-sn-glycerol + a sphingomyelin	EC-2.7.8.27	sphingomyelin metabolism	a phosphatidylcholine // a sphingosine-containing ceramide // a 1,2-diacyl-<i>sn</i>-glycerol // a sphingomyelin
[dermatan sulfate] containing 4-O-sulfo-N-acetyl-D-galactosamine + phosphoadenosine-5'-phosphosulfate  ->  dermatan sulfate containing 4,6-di-O-sulfo-N-acetyl-D-galactosamine and L-iduronate 2-O-sulfate + adenosine 3',5'-bisphosphate + H+	EC-2.8.2.33	dermatan sulfate biosynthesis (late stages)	phosphoadenosine-5'-phosphosulfate // [dermatan sulfate] containing 4-<i>O</i>-sulfo-<i>N</i>-acetyl-D-galactosamine // dermatan sulfate containing 4,6-di-<i>O</i>-sulfo-<i>N</i>-acetyl-D-galactosamine and L-iduronate 2-<i>O</i>-sulfate // adenosine 3',5'-bisphosphate // H<SUP>+</SUP>
a dodecanoyl-[acp] + H2O  ->  acyl-carrier protein + laurate	EC-3.1.2.21	palmitate biosynthesis I (animals)	H<SUB>2</SUB>O // a dodecanoyl-[acp] // a soluble [acyl-carrier protein] // laurate
tRNA ligase	EC-6.5.1	tRNA splicing	ATP // a 3'-half-tRNA molecule with a 5'-OH end // a 5'-half-tRNA molecule with a 2',3'-cyclic phosphate end // a 2'-phospho-[ligated tRNA] // diphosphate // AMP
a 1-phosphatidyl-1D-myo-inositol 4-phosphate + ATP  ->  a 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + ADP	EC-2.7.1.68	PIP metabolism // D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis // 3-phosphoinositide biosynthesis	ATP // a 1-phosphatidyl-1D-<i>myo</i>-inositol 4-phosphate // a 1-phosphatidyl-1D-<i>myo</i>-inositol 4,5-bisphosphate // ADP
ATP + acetyl-CoA + bicarbonate  =  malonyl-CoA + ADP + phosphate + H+	EC-6.4.1.2		bicarbonate // acetyl-CoA // ATP // H<SUP>+</SUP> // malonyl-CoA // phosphate // ADP
2-oxoglutarate + N6,N6,N6-trimethyl-L-lysine + oxygen  ->  CO2 + succinate + 3-hydroxy-N6,N6,N6-trimethyl-L-lysine	EC-1.14.11.8	L-carnitine biosynthesis	<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-trimethyl-L-lysine // 2-oxoglutarate // oxygen // CO<SUB>2</SUB> // succinate // 3-hydroxy-<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-trimethyl-L-lysine
maltodextrin phosphorylase	EC-2.4.1.1	glycogen degradation II	phosphate // a debranched &alpha;-limit dextrin // &alpha;-D-glucose 1-phosphate
pantetheine + H2O  =  (R)-pantothenate + cysteamine	EC-3.5.1.92		H<SUB>2</SUB>O // pantetheine // (<i>R</i>)-pantothenate // cysteamine
tRNAAsn + L-asparagine + ATP + H+  ->  an L-asparaginyl-[tRNAAsn] + AMP + diphosphate	EC-6.1.1.22	tRNA charging pathway	ATP // L-asparagine // tRNA<SUP>Asn</SUP> // H<SUP>+</SUP> // an L-asparaginyl-[tRNA<SUP>Asn</SUP>] // diphosphate // AMP
2 an oxidized ferredoxin [iron-sulfur] cluster + 5-methyl-tetrahydrofolate  <-  2 a reduced ferredoxin [iron-sulfur] cluster + 5,10-methylenetetrahydropteroyl mono-L-glutamate + 2 H+	EC-1.5.7.1	folate transformations I	an oxidized ferredoxin [iron-sulfur] cluster // 5-methyl-tetrahydrofolate // 5,10-methylenetetrahydropteroyl mono-L-glutamate // a reduced ferredoxin [iron-sulfur] cluster // H<SUP>+</SUP>
a 2,3,4-saturated fatty acyl CoA + oxygen  ->  a (2E)-2-enoyl-CoA + hydrogen peroxide	EC-1.3.3.6	fatty acid &beta;-oxidation II (core pathway)	oxygen // a 2,3,4-saturated fatty acyl CoA // a (2<i>E</i>)-2-enoyl-CoA // hydrogen peroxide
histamine + H2O + oxygen  ->  imidazole acetaldehyde + ammonia + hydrogen peroxide + H+	EC-1.4.3.22	histamine degradation	oxygen // H<SUB>2</SUB>O // histamine // H<SUP>+</SUP> // imidazole acetaldehyde // ammonia // hydrogen peroxide
ATP + uridine-5'-phosphate  ->  ADP + UDP	EC-2.7.4.14	pyrimidine ribonucleotides interconversion	uridine-5'-phosphate // ATP // ADP // UDP
maltotriose + H2O  =  maltose + alpha-D-glucose	EC-3.2.1.20		H<SUB>2</SUB>O // maltotriose // maltose // &alpha;-D-glucose
7,8-dihydroneopterin triphosphate + H+  ->  PPPi + 6-pyruvoyl tetrahydropterin	EC-4.2.3.12	tetrahydrobiopterin biosynthesis II // tetrahydrobiopterin biosynthesis I	7,8-dihydroneopterin triphosphate // H<SUP>+</SUP> // PPP<SUB>i</SUB> // 6-pyruvoyl tetrahydropterin
sucrose + H2O  ->  beta-D-fructofuranose + alpha-D-glucose	EC-3.2.1.48	sucrose degradation V (mammalian)	H<SUB>2</SUB>O // sucrose // &beta;-D-fructofuranose // &alpha;-D-glucose
4alpha-methyl-5alpha-ergosta-8,14,24(28)-dien-3beta-ol  =  24-methylenelophenol	EC-5.3.3.5		4&alpha;-methyl-5&alpha;-ergosta-8,14,24(28)-dien-3&beta;-ol // 24-methylenelophenol
2 catechol + oxygen  =  2 1,2-benzoquinone + 2 H2O	EC-1.10.3.1		oxygen // catechol // H<SUB>2</SUB>O // 1,2-benzoquinone
S-adenosyl-L-methionine + histone-L-lysine  =  a [histone] N6-methyl-L-lysine + S-adenosyl-L-homocysteine + H+	EC-2.1.1.43		histone-L-lysine // <i>S</i>-adenosyl-L-methionine // a [histone] <i>N</i><sup>6</sup>-methyl-L-lysine // H<SUP>+</SUP> // <i>S</i>-adenosyl-L-homocysteine
UDP-D-glucose + benzyladenine  =  benzyladenine-9-N-glucoside + UDP + H+	EC-2.4.1		benzyladenine // UDP-D-glucose // H<SUP>+</SUP> // benzyladenine-9-<i>N</i>-glucoside // UDP
oxaloacetate + acetyl-CoA + ADP + phosphate  <-  citrate + ATP + coenzyme A	EC-2.3.3.8	acetyl-CoA biosynthesis (from citrate)	ADP // phosphate // acetyl-CoA // oxaloacetate // citrate // coenzyme A // ATP
an L-cysteine-S-conjugate + H2O  ->  pyruvate + a thiol + ammonia	EC-4.4.1.6	glutathione-mediated detoxification	H<SUB>2</SUB>O // an L-cysteine-<i>S</i>-conjugate // pyruvate // a thiol // ammonia
L-threonine + NAD+  ->  2-amino-3-oxobutanoate + NADH + 2 H+	EC-1.1.1.103	threonine degradation III (to methylglyoxal)	NAD<sup>+</sup> // L-threonine // H<SUP>+</SUP> // 2-amino-3-oxobutanoate // NADH
oxidized dithiothreitol + phylloquinone + H2O  =  dithiothreitol + vitamin K 2,3-epoxide	EC-1.1.4.1		oxidized dithiothreitol // H<SUB>2</SUB>O // phylloquinone // dithiothreitol // vitamin K 2,3-epoxide
imidazole acetaldehyde reductase	EC-1.2.1.3	histamine degradation	NAD<sup>+</sup> // H<SUB>2</SUB>O // imidazole acetaldehyde // 4-imidazoleacetate // NADH // H<SUP>+</SUP>
UDP-D-glucose + a [glycogenin]  ->  an alpha-D-glucosyl-[glycogenin] + UDP	EC-2.4.1.186	glycogen biosynthesis II (from UDP-D-Glucose)	a [glycogenin] // UDP-D-glucose // an &alpha;-D-glucosyl-[glycogenin] // UDP
UDP-D-glucose + trans-zeatin-O-glucoside  =  trans-zeatin-O-glucoside-7-N-glucoside + UDP + H+	EC-2.4.1		<i>trans</i>-zeatin-<i>O</i>-glucoside // UDP-D-glucose // H<SUP>+</SUP> // <i>trans</i>-zeatin-<i>O</i>-glucoside-7-<i>N</i>-glucoside // UDP
beta-D-galactosyl-(1->3)-[beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl-R + UDP-alpha-N-acetyl-D-glucosamine  =  N-acetyl-beta-D-glucosaminyl-(1->6)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R + UDP + H+	EC-2.4.1.150		UDP-&alpha;-<i>N</i>-acetyl-D-glucosamine // &beta;-D-galactosyl-(1&rarr;3)-[&beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;6)]-<i>N</i>-acetyl-&alpha;-D-galactosaminyl-R // <i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;6)-&beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-R // H<SUP>+</SUP> // UDP
cholestanetetraol 26-dehydrogenase	EC-1.1.1.161	bile acid biosynthesis, neutral pathway	NAD<sup>+</sup> // (25<i>R</i>)-5&beta;-cholestane-3&alpha;,7&alpha;,12&alpha;,26-tetraol // (25<i>R</i>)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholestan-26-al // NADH // H<SUP>+</SUP>
S-adenosyl-L-methionine + guanidinoacetate  ->  S-adenosyl-L-homocysteine + creatine + H+	EC-2.1.1.2	glycine degradation (creatine biosynthesis) // creatine biosynthesis	guanidinoacetate // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // <i>S</i>-adenosyl-L-homocysteine // creatine
