Reaction	EC-Number	In-Pathway	Substrates
exo-1,4-&beta;-D-glucosaminidase			H<sub>2</sub>O // &beta;-D-GlcNAc-(1&rarr;4)-Mur2Ac(oyl-L-Ala-&gamma;-D-Glu-DAP-D-Ala-D-Ala)-PP-Und // Und-PP-Mur2Ac-L-Ala-&gamma;-D-Glu-DAP-D-Ala-D-Ala // <i>N</i>-acetyl-&beta;-D-glucosamine
L-dihydroanticapsin + NAD+  ->  L-anticapsin + NADH + H+	EC-1.1.1.385	bacilysin biosynthesis	NAD<sup>+</sup> // L-dihydroanticapsin // L-anticapsin // NADH // H<SUP>+</SUP>
L-proline + NAD(P)+  <-  (S)-1-pyrroline-5-carboxylate + NAD(P)H + 2 H+	EC-1.5.1.2	L-arginine degradation VI (arginase 2 pathway) // L-proline biosynthesis I (from L-glutamate)	NAD(P)<sup>+</sup> // L-proline // NAD(P)H // (<i>S</i>)-1-pyrroline-5-carboxylate // H<SUP>+</SUP>
(L-threonyl)adenylate + a [DhbF non-ribosomal peptide synthase]  ->  an L-threonyl-[DhbF non-ribosomal peptide synthase] + AMP + H+		L-threonine + a [DhbF non-ribosomal peptide synthase] + ATP  ->  an L-threonyl-[DhbF non-ribosomal peptide synthase] + AMP + diphosphate // bacillibactin biosynthesis	a [DhbF non-ribosomal peptide synthase] // (L-threonyl)adenylate // an L-threonyl-[DhbF non-ribosomal peptide synthase] // AMP // H<SUP>+</SUP>
an aldehyde + NAD+ + H2O  ->  a carboxylate + NADH + 2 H+	EC-1.2.1.3		H<sub>2</sub>O // NAD<sup>+</sup> // an aldehyde // a carboxylate // NADH // H<SUP>+</SUP>
a (6S)-6-methyloctanoyl-[acp] + NAD+  <-  a (2E,6S)-6-methyloct-2-enoyl-[acp] + NADH + H+	EC-1.3.1.9	<i>anteiso</i>-branched-chain fatty acid biosynthesis	NAD<sup>+</sup> // a (6<i>S</i>)-6-methyloctanoyl-[acp] // a (2<i>E</i>,6<i>S</i>)-6-methyloct-2-enoyl-[acp] // NADH // H<SUP>+</SUP>
5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate  ->  2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl 1-phosphate + H+	EC-5.3.2.5	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate // H<SUP>+</SUP> // 2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl 1-phosphate
a (14S)-14-methylhexadecanoyl-[acp] + NAD+  <-  a (2E,14S)-14-methylhexadec-2-enoyl-[acp] + NADH + H+	EC-1.3.1.9	<i>anteiso</i>-branched-chain fatty acid biosynthesis	NAD<sup>+</sup> // a (14<i>S</i>)-14-methylhexadecanoyl-[acp] // a (2<i>E</i>,14<i>S</i>)-14-methylhexadec-2-enoyl-[acp] // NADH // H<SUP>+</SUP>
AMP + H2O  ->  adenosine + phosphate	EC-3.1.3.5	adenosine nucleotides degradation II	H<sub>2</sub>O // AMP // adenosine // phosphate
a [protein]-L-glutamine + a [protein]-L-lysine  ->  a protein with an N6-(gamma-glutamyl)-L-lysine crosslink + ammonium	EC-2.3.2.13		a [protein]-L-lysine // a [protein]-L-glutamine // a protein with an <i>N</i><sup>6</sup>-(&gamma;-glutamyl)-L-lysine crosslink // ammonium
succinyl-CoA + acetoacetate  <-->  succinate + acetoacetyl-CoA	EC-2.8.3.5		acetoacetate // succinyl-CoA // succinate // acetoacetyl-CoA
a 7-methyloctanoyl-[acp] + NADP+  <-  a (2E)-7-methyloct-2-enoyl-[acp] + NADPH + H+	EC-1.3.1.104 // EC-1.3.1.10	odd <i>iso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a 7-methyloctanoyl-[acp] // a (2<i>E</i>)-7-methyloct-2-enoyl-[acp] // NADPH // H<SUP>+</SUP>
3-[(2E,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate  ->  3-[(2Z,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate	EC-5.3.3.19	bacilysin biosynthesis	3-[(2E,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate // 3-[(2Z,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate
a (3R)-3-hydroxyoctanoyl-[acp]  ->  a (2E)-oct-2-enoyl-[acp] + H2O	EC-4.2.1.59	palmitate biosynthesis II (type II fatty acid synthase)	a (3<i>R</i>)-3-hydroxyoctanoyl-[acp] // a (2<i>E</i>)-oct-2-enoyl-[acp] // H<sub>2</sub>O
(R,R)-2,3-butanediol + NAD+  <-->  (R)-acetoin + NADH + H+	EC-1.1.1.4	(<i>R,R</i>)-butanediol biosynthesis // (R,R)-butanediol degradation	(R,R)-2,3-butanediol // NAD<sup>+</sup> // (R)-acetoin // NADH // H<SUP>+</SUP>
a 13-methyltetradecanoyl-[acp] + a malonyl-[acp] + H+  ->  a 15-methyl-3-oxohexadecanoyl-[acp] + CO2 + acyl-carrier protein	EC-2.3.1.179	odd <i>iso</i>-branched-chain fatty acid biosynthesis	H<SUP>+</SUP> // a malonyl-[acp] // a 13-methyltetradecanoyl-[acp] // a 15-methyl-3-oxohexadecanoyl-[acp] // CO<SUB>2</SUB> // a soluble [acyl-carrier protein]
L-aspartate 4-semialdehyde + NADP+ + phosphate  <-->  L-aspartyl-4-phosphate + NADPH + H+	EC-1.2.1.11	dipicolinate biosynthesis // L-lysine biosynthesis II // L-homoserine biosynthesis	L-aspartate 4-semialdehyde // phosphate // NADP<sup>+</sup> // H<SUP>+</SUP> // NADPH // L-aspartyl-4-phosphate
succinate semialdehyde + NAD+ + H2O  ->  succinate + NADH + 2 H+	EC-1.2.1.24	4-aminobutanoate degradation I	succinate semialdehyde // NAD<sup>+</sup> // H<sub>2</sub>O // H<SUP>+</SUP> // NADH // succinate
a (3R)-3-hydroxy-8-methylnonanoyl-[acp] + NADP+  <-  an 8-methyl-3-oxononanoyl-[acp] + NADPH + H+	EC-1.1.1.100	even <i>iso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a (3<i>R</i>)-3-hydroxy-8-methylnonanoyl-[acp] // an 8-methyl-3-oxononanoyl-[acp] // NADPH // H<SUP>+</SUP>
a (3R)-3-hydroxy-14-methylpentadecanoyl-[acp]  ->  a (2E)-14-methylpentadec-2-enoyl-[acp] + H2O	EC-4.2.1.59	even <i>iso</i>-branched-chain fatty acid biosynthesis	a (3<i>R</i>)-3-hydroxy-14-methylpentadecanoyl-[acp] // a (2<i>E</i>)-14-methylpentadec-2-enoyl-[acp] // H<sub>2</sub>O
geranylgeranyl diphosphate + 3 3-methylbut-3-en-1-yl diphosphate  ->  all-trans-heptaprenyl diphosphate + 3 diphosphate	EC-2.5.1		3-methylbut-3-en-1-yl diphosphate // geranylgeranyl diphosphate // all-<i>trans</i>-heptaprenyl diphosphate // diphosphate
a [glycine-cleavage complex H protein] N6-dihydrolipoyl-L-lysine + NAD+  <-->  a [glycine-cleavage complex H protein] N6-[(R)-lipoyl]-L-lysine + NADH + H+	EC-1.8.1.4	glycine + a tetrahydrofolate + NAD+  <-->  a 5,10-methylenetetrahydrofolate + ammonium + CO2 + NADH // glycine cleavage	NAD<sup>+</sup> // a [glycine-cleavage complex H protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine // a [glycine-cleavage complex H protein] <i>N<sup>6</sup></i>-[(<i>R</i>)-lipoyl]-L-lysine // NADH // H<SUP>+</SUP>
carbonic acid  <-->  CO2 + H2O	EC-4.2.1.1		carbonic acid // H<sub>2</sub>O // CO<SUB>2</SUB>
3-oxo-dodecanoyl-[acyl-carrier protein] reductase	EC-1.1.1.100	palmitate biosynthesis II (type II fatty acid synthase)	NADP<sup>+</sup> // a (<i>3R</i>)-3-hydroxydodecanoyl-[acp] // a 3-oxododecanoyl-[acp] // NADPH // H<SUP>+</SUP>
ATP + 5-(2-hydroxyethyl)-4-methylthiazole  ->  ADP + 4-methyl-5-(2-phosphooxyethyl)thiazole + H+	EC-2.7.1.50	thiamine diphosphate salvage IV (yeast) // thiamine diphosphate salvage II	5-(2-hydroxyethyl)-4-methylthiazole // ATP // H<SUP>+</SUP> // ADP // 4-methyl-5-(2-phosphooxyethyl)thiazole
a cis-vaccenoyl-[acp] + NAD+  <-  a (2E,11Z)-octadeca-2,11-dienoyl-[acp] + NADH + H+	EC-1.3.1.9	<i>cis</i>-vaccenate biosynthesis	NAD<sup>+</sup> // a <i>cis</i>-vaccenoyl-[acp] // a (2<i>E</i>,11<i>Z</i>)-octadeca-2,11-dienoyl-[acp] // NADH // H<SUP>+</SUP>
(7Z)-hexadecenoyl-CoA + acetyl-CoA  <-  3-oxo-(9Z)-octadecenoyl-CoA + coenzyme A	EC-2.3.1.16		acetyl-CoA // (7Z)-hexadecenoyl-CoA // 3-oxo-(9Z)-octadecenoyl-CoA // coenzyme A
pyruvate + a [pyruvate dehydrogenase E2 protein] N6-lipoyl-L-lysine + H+  ->  a [pyruvate dehydrogenase E2 protein] N6-S-acetyldihydrolipoyl-L-lysine + CO2	EC-1.2.4.1	pyruvate + coenzyme A + NAD+  ->  acetyl-CoA + CO2 + NADH // pyruvate decarboxylation to acetyl CoA I	H<SUP>+</SUP> // a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-lipoyl-L-lysine // pyruvate // a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-acetyldihydrolipoyl-L-lysine // CO<SUB>2</SUB>
S-adenosyl-L-methionine + a cytidine1402 in 16S rRNA  ->  S-adenosyl-L-homocysteine + an N4-methylcytidine1402  in 16S rRNA + H+	EC-2.1.1.199		a cytidine<sup>1402</sup> in 16S rRNA // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // an <i>N</i><sup>4</sup>-methylcytidine<sup>1402</sup>  in 16S rRNA // H<SUP>+</SUP>
a tRNACys + L-cysteine + ATP  ->  an L-cysteinyl-[tRNACys] + AMP + diphosphate	EC-6.1.1.16	tRNA charging	ATP // L-cysteine // a tRNA<SUP>Cys</SUP> // an L-cysteinyl-[tRNA<SUP>Cys</SUP>] // diphosphate // AMP
a phosphatidylglycerol + a 1,2-diacyl-3-O-[beta-D-glucopyranosyl-(1->6)-O-beta-D-glucopyranosyl]-sn-glycerol  ->  1,2-diacyl-3-O-[6-O-(sn-glycerol phospho)-(beta-D-glucopyranosyl-(1->6)-O-beta-D-glucopyranosyl)]-sn-glycerol + a 1,2-diacyl-sn-glycerol	EC-2.7.8	type I lipoteichoic acid biosynthesis (<i>S. aureus</i>)	a 1,2-diacyl-3-O-[&beta;-D-glucopyranosyl-(1->6)-O-&beta;-D-glucopyranosyl]-<i>sn</i>-glycerol // a phosphatidylglycerol // 1,2-diacyl-3-O-[6-<i>O</i>-(<i>sn</i>-glycerol phospho)-(&beta;-D-glucopyranosyl-(1->6)-O-&beta;-D-glucopyranosyl)]-<i>sn</i>-glycerol // a 1,2-diacyl-<i>sn</i>-glycerol
a maltodextrin + H2O  ->  maltose + D-glucopyranose	EC-3.2.1		H<sub>2</sub>O // a maltodextrin // maltose // D-glucopyranose
dCMP + H+ + H2O  ->  ammonium + dUMP	EC-3.5.4.12	pyrimidine deoxyribonucleotides biosynthesis from CTP	H<sub>2</sub>O // dCMP // H<SUP>+</SUP> // ammonium // dUMP
UDP-N-acetyl-alpha-D-muramoyl-L-alanine + D-glutamate + ATP  ->  UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate + ADP + phosphate + H+	EC-6.3.2.9	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	ATP // D-glutamate // UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanine // H<SUP>+</SUP> // UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-D-glutamate // phosphate // ADP
starch + n H2O  ->  a large-branched glucan	EC-3.2.1.1		H<sub>2</sub>O // starch // a large-branched glucan
[(R)-lipoyl]adenylate + [glycine cleavage system lipoyl-carrier protein]-L-lysine  ->  a [glycine-cleavage complex H protein] N6-[(R)-lipoyl]-L-lysine + AMP + 2 H+			[glycine cleavage system lipoyl-carrier protein]-L-lysine // [(<i>R</i>)-lipoyl]adenylate // a [glycine-cleavage complex H protein] <i>N<sup>6</sup></i>-[(<i>R</i>)-lipoyl]-L-lysine // AMP // H<SUP>+</SUP>
Fenton reaction			Fe<sup>2+</sup> // hydrogen peroxide // hydroxyl radical // OH<SUP>-</SUP> // Fe<SUP>3+</SUP>
butanoyl-CoA + 2 a reduced ferredoxin [iron-sulfur] cluster + 2 NAD+  <-  crotonyl-CoA + 2 an oxidized ferredoxin [iron-sulfur] cluster + 2 NADH	EC-1.3.1.109	pyruvate fermentation to butanoate	a reduced ferredoxin [iron-sulfur] cluster // NAD<sup>+</sup> // butanoyl-CoA // crotonyl-CoA // NADH // an oxidized ferredoxin [iron-sulfur] cluster
(2E)-dec-2-enoyl-CoA + NADP+  <-  (2E,4Z)-deca-2,4-dienoyl-CoA + NADPH + H+	EC-1.3.1.34		NADP<sup>+</sup> // (2E)-dec-2-enoyl-CoA // H<SUP>+</SUP> // (2E,4Z)-deca-2,4-dienoyl-CoA // NADPH
a 2,3-dihydroxybenzoyl-[DhbB aryl-carrier protein] + a glycyl-[DhbF non-ribosomal peptide synthase]  ->  a 2,3-dihydroxybenzoyl-glycyl-[DhbF non-ribosomal peptide synthase] + a holo-[DhbB aryl-carrier protein] + H+	EC-2.3.1	3 2,3-dihydroxybenzoate + 3 glycine + 3 L-threonine + 6 ATP  ->  bacillibactin + 6 AMP + 6 diphosphate + 3 H+ + 3 H2O // bacillibactin biosynthesis	a glycyl-[DhbF non-ribosomal peptide synthase] // a 2,3-dihydroxybenzoyl-[DhbB aryl-carrier protein] // a 2,3-dihydroxybenzoyl-glycyl-[DhbF non-ribosomal peptide synthase] // a <i>holo</i>-[DhbB aryl-carrier protein] // H<SUP>+</SUP>
uridine + ATP  ->  UMP + ADP + H+	EC-2.7.1.48	pyrimidine ribonucleosides salvage I // purine and pyrimidine metabolism	ATP // uridine // H<SUP>+</SUP> // UMP // ADP
a (3R,8S)-3-hydroxy-8-methyldecanoyl-[acp]  ->  a (2E,8S)-8-methyldec-2-enoyl-[acp] + H2O	EC-4.2.1.59	<i>anteiso</i>-branched-chain fatty acid biosynthesis	a (3<i>R</i>,8<i>S</i>)-3-hydroxy-8-methyldecanoyl-[acp] // a (2<i>E</i>,8<i>S</i>)-8-methyldec-2-enoyl-[acp] // H<sub>2</sub>O
a 2-lysophosphatidate + an acyl-[acyl-carrier protein]  ->  a phosphatidate + acyl-carrier protein	EC-2.3.1.51	CDP-diacylglycerol biosynthesis III	an acyl-[acyl-carrier protein] // a 2-lysophosphatidate // a phosphatidate // a soluble [acyl-carrier protein]
(S)-benzoin + NADP+  =  benzil + NADPH + H+	EC-1.1.1.320		NADP<sup>+</sup> // (<i>S</i>)-benzoin // benzil // NADPH // H<SUP>+</SUP>
a (6S)-6-methyloctanoyl-[acp] + NADP+  <-  a (2E,6S)-6-methyloct-2-enoyl-[acp] + NADPH + H+	EC-1.3.1.104 // EC-1.3.1.10	<i>anteiso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a (6<i>S</i>)-6-methyloctanoyl-[acp] // a (2<i>E</i>,6<i>S</i>)-6-methyloct-2-enoyl-[acp] // NADPH // H<SUP>+</SUP>
dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose  ->  dTDP-4-dehydro-beta-L-rhamnose	EC-5.1.3.13	dTDP-&beta;-L-rhamnose biosynthesis	dTDP-4-dehydro-6-deoxy-&alpha;-D-glucopyranose // dTDP-4-dehydro-&beta;-L-rhamnose
phosphoenolpyruvate + an [HPr]-L-histidine  ->  pyruvate + an [HPr protein]-Npi-phospho-L-histidine	EC-2.7.3.9		an [HPr]-L-histidine // phospho<i>enol</i>pyruvate // pyruvate // an [HPr protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine
pectin acetylesterase	EC-3.1.1		H<sub>2</sub>O // acetylated homogalacturonan // a pectate // acetate // H<SUP>+</SUP>
a (3R)-3-hydroxy-9-methyldecanoyl-[acp]  ->  a (2E)-9-methyldec-2-enoyl-[acp] + H2O	EC-4.2.1.59	odd <i>iso</i>-branched-chain fatty acid biosynthesis	a (3<i>R</i>)-3-hydroxy-9-methyldecanoyl-[acp] // a (2<i>E</i>)-9-methyldec-2-enoyl-[acp] // H<sub>2</sub>O
an adenine34 in tRNA + H+ + H2O  ->  a hypoxanthine 34 in tRNAs + ammonium	EC-3.5.4.33		H<sub>2</sub>O // an adenine<sup>34</sup> in tRNA // H<SUP>+</SUP> // a hypoxanthine <sup>34</sup> in tRNAs // ammonium
ATP + N2-formyl-N1-(5-phospho-beta-D-ribosyl)glycinamide + L-glutamine + H2O  ->  L-glutamate + ADP + 2-(formamido)-N1-(5-phospho-beta-D-ribosyl)acetamidine + phosphate + H+	EC-6.3.5.3	superpathway of 5-aminoimidazole ribonucleotide biosynthesis // 5-aminoimidazole ribonucleotide biosynthesis II // 5-aminoimidazole ribonucleotide biosynthesis I	H<sub>2</sub>O // L-glutamine // <i>N</i><sup>2</sup>-formyl-<i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide // ATP // H<SUP>+</SUP> // L-glutamate // ADP // phosphate // 2-(formamido)-N<sup>1</sup>-(5-phospho-&beta;-D-ribosyl)acetamidine
a 15-methylhexadecanoyl-[acp] + NAD+  <-  a (2E)-15-methylhexadec-2-enoyl-[acp] + NADH + H+	EC-1.3.1.9	odd <i>iso</i>-branched-chain fatty acid biosynthesis	NAD<sup>+</sup> // a 15-methylhexadecanoyl-[acp] // a (2<i>E</i>)-15-methylhexadec-2-enoyl-[acp] // NADH // H<SUP>+</SUP>
(3S)-3-hydroxyoctanoyl-CoA + NAD+  ->  3-oxooctanoyl-CoA + NADH + H+	EC-1.1.1.35		NAD<sup>+</sup> // (3<i>S</i>)-3-hydroxyoctanoyl-CoA // 3-oxooctanoyl-CoA // NADH // H<SUP>+</SUP>
dGDP + an oxidized thioredoxin + H2O  <-  GDP + a reduced thioredoxin	EC-1.17.4.1	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I // guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II	H<sub>2</sub>O // an oxidized thioredoxin // dGDP // GDP // a reduced thioredoxin
an 8-methylnonanoyl-[acyl-carrier protein] + NADP+  <-  a (2E)-8-methylnon-2-enoyl-[acp] + NADPH + H+	EC-1.3.1.104 // EC-1.3.1.10	even <i>iso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // an 8-methylnonanoyl-[acyl-carrier protein] // a (2<i>E</i>)-8-methylnon-2-enoyl-[acp] // NADPH // H<SUP>+</SUP>
aldehydo-D-galacturonate  ->  D-tagaturonate	EC-5.3.1.12	D-galacturonate degradation I	<i>aldehydo</i>-D-galacturonate // D-tagaturonate
a 14-methylpentadecanoyl-[acp] + H2O  ->  14-methylpentadecanoate + acyl-carrier protein + H+	EC-3.1.2.14	even <i>iso</i>-branched-chain fatty acid biosynthesis	H<sub>2</sub>O // a 14-methylpentadecanoyl-[acp] // 14-methylpentadecanoate // a soluble [acyl-carrier protein] // H<SUP>+</SUP>
acetoacetyl-[acyl-carrier protein] reductase	EC-1.1.1.100	palmitate biosynthesis II (type II fatty acid synthase)	NADP<sup>+</sup> // a (<i>3R</i>)-3-hydroxybutanoyl-[acp] // an acetoacetyl-[acp] // NADPH // H<SUP>+</SUP>
UDP-N-acetyl-alpha-D-galactosamine + di-trans,octa-cis-undecaprenyl phosphate  ->  UMP + alpha-D-GalNAc-PP-Und	EC-2.7.8.40	teichuronic acid biosynthesis (<i>B. subtilis</i> 168)	<i>di-trans,octa-cis</i>-undecaprenyl phosphate // UDP-<i>N</i>-acetyl-&alpha;-D-galactosamine // UMP // &alpha;-D-GalNAc-PP-Und
a dodecanoyl-[acp] + a malonyl-[acp] + H+  ->  a 3-oxotetradecanoyl-[acp] + CO2 + acyl-carrier protein	EC-2.3.1.41 // EC-2.3.1.179	palmitate biosynthesis II (type II fatty acid synthase)	H<SUP>+</SUP> // a malonyl-[acp] // a dodecanoyl-[acp] // a 3-oxotetradecanoyl-[acp] // CO<SUB>2</SUB> // a soluble [acyl-carrier protein]
D-glucopyranose + NAD(P)+  ->  D-glucono-1,5-lactone + NAD(P)H + H+	EC-1.1.1.47	glucose and glucose-1-phosphate degradation	NAD(P)<sup>+</sup> // D-glucopyranose // D-glucono-1,5-lactone // NAD(P)H // H<SUP>+</SUP>
N-acetyl-L-cysteine + H2O  ->  L-cysteine + acetate	EC-3.5.1	<i>S</i>-benzyl-L-cysteine degradation // <i>S</i>-(2-succinyl)-L-cysteine degradation	H<sub>2</sub>O // <i>N</i>-acetyl-L-cysteine // L-cysteine // acetate
a [lipoyl-carrier protein]-L-lysine + octanoate + ATP  =  a [lipoyl-carrier protein] N6-octanoyl-L-lysine + AMP + diphosphate + H+	EC-6.3.1.20		ATP // octanoate // a [lipoyl-carrier protein]-L-lysine // a [lipoyl-carrier protein] <i>N<sup>6</sup></i>-octanoyl-L-lysine // AMP // diphosphate // H<SUP>+</SUP>
(2Z)-2-aminobut-2-enoate  ->  2-iminobutanoate		L-cystathionine + H2O  ->  L-cysteine + 2-oxobutanoate + ammonium // L-homocysteine + H2O  ->  hydrogen sulfide + 2-oxobutanoate + ammonium // L-threonine  ->  2-oxobutanoate + ammonium // L-isoleucine biosynthesis I (from threonine)	(2Z)-2-aminobut-2-enoate // 2-iminobutanoate
sn-glycerol 3-phosphate + NAD(P)+  <-  glycerone phosphate + NAD(P)H + H+	EC-1.1.1.94	CDP-diacylglycerol biosynthesis III // CDP-diacylglycerol biosynthesis I	NAD(P)<sup>+</sup> // <i>sn</i>-glycerol 3-phosphate // glycerone phosphate // NAD(P)H // H<SUP>+</SUP>
3-oxopropanoate + coenzyme A + NAD+  ->  acetyl-CoA + CO2 + NADH	EC-1.2.1.18	<I>myo</I>-inositol degradation I	NAD<sup>+</sup> // coenzyme A // 3-oxopropanoate // acetyl-CoA // CO<SUB>2</SUB> // NADH
ATP + dGMP  <-->  ADP + dGDP	EC-2.7.4.13 // EC-2.7.4.12	purine deoxyribonucleosides salvage	dGMP // ATP // ADP // dGDP
4-imidazolone-5-propanoate + a reduced two electron carrier + dioxygen + H2O  ->  4-oxoglutaramate + ammonium + formate + an oxidized electron carrier			a reduced two electron carrier // H<sub>2</sub>O // dioxygen // 4-imidazolone-5-propanoate // 4-oxoglutaramate // ammonium // formate // an oxidized electron carrier
IMP + H2O  ->  inosine + phosphate	EC-3.1.3.99 // EC-3.1.3.5		H<sub>2</sub>O // IMP // inosine // phosphate
L-histidinol phosphate + 2-oxoglutarate  <-->  3-(imidazol-4-yl)-2-oxopropyl phosphate + L-glutamate	EC-2.6.1.9	L-histidine biosynthesis	2-oxoglutarate // L-histidinol phosphate // 3-(imidazol-4-yl)-2-oxopropyl phosphate // L-glutamate
pyruvate + phosphate + H+ + dioxygen  ->  acetyl phosphate + CO2 + hydrogen peroxide	EC-1.2.3.3		dioxygen // phosphate // pyruvate // H<SUP>+</SUP> // acetyl phosphate // CO<SUB>2</SUB> // hydrogen peroxide
a [PTS enzyme I]-Npi-phospho-L-histidine + an [HPr]-L-histidine  ->  a [PTS enzyme I]-L-histidine + an [HPr protein]-Npi-phospho-L-histidine		phosphoenolpyruvate + an [HPr]-L-histidine  ->  pyruvate + an [HPr protein]-Npi-phospho-L-histidine	an [HPr]-L-histidine // a [PTS enzyme I]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine // a [PTS enzyme I]-L-histidine // an [HPr protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine
(S)-2-amino-6-oxohexanoate  <-->  1-piperideine 6-carboxylate + H2O + H+			(<i>S</i>)-2-amino-6-oxohexanoate // 1-piperideine 6-carboxylate // H<sub>2</sub>O // H<SUP>+</SUP>
isoleucine dehydrogenase	EC-1.4.1.9		NAD<sup>+</sup> // H<sub>2</sub>O // L-isoleucine // ammonium // (3<i>S</i>)-3-methyl-2-oxopentanoate // NADH // H<SUP>+</SUP>
a (3R,10S)-3-hydroxy-10-methyldodecanoyl-[acp] + NADP+  <-  a (10S)-10-methyl-3-oxododecanoyl-[acp] + NADPH + H+	EC-1.1.1.100	<i>anteiso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a (<i>3R</i>,10<i>S</i>)-3-hydroxy-10-methyldodecanoyl-[acp] // a (10<i>S</i>)-10-methyl-3-oxododecanoyl-[acp] // NADPH // H<SUP>+</SUP>
{beta-D-GlcNAc-(1->4)-3-O-[L-Ala-gamma-D-Glu-DAP-D-Ala-D-Ala]-Mur2Ac}-PP-Dec + [N-acetylglucosamine-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine]n diphospho-decaprenyl  ->  mono-trans,octa-cis-decaprenyl diphosphate + [N-acetylglucosamine-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine](n+1) diphospho-decaprenyl	EC-2.4.1.129		{&beta;-D-GlcNAc-(1&rarr;4)-3-<i>O</i>-[L-Ala-&gamma;-D-Glu-DAP-D-Ala-D-Ala]-Mur2Ac}-PP-Dec // mono-<i>trans</i>,octa-<i>cis</i>-decaprenyl diphosphate // a nascent peptidoglycan (mycobacteria)
nitrite[out] + 6 a reduced c-type cytochrome[out] + 8 H+[out]  ->  ammonium[out] + 6 an oxidized c-type cytochrome[out] + 2 H2O[out]	EC-1.7.2.2	nitrate reduction III (dissimilatory)	a reduced <i>c</i>-type cytochrome // H<SUP>+</SUP> // nitrite // ammonium // H<sub>2</sub>O // an oxidized <i>c</i>-type cytochrome
2-aminoprop-2-enoate + H2O  ->  pyruvate + ammonium			H<sub>2</sub>O // 2-aminoprop-2-enoate // pyruvate // ammonium
a (12S)-12-methyltetradecanoyl-[acp] + NADP+  <-  a (2E,12S)-12-methyltetradec-2-enoyl-[acp] + NADPH + H+	EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39	<i>anteiso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a (12<i>S</i>)-12-methyltetradecanoyl-[acp] // a (2<i>E</i>,12<i>S</i>)-12-methyltetradec-2-enoyl-[acp] // NADPH // H<SUP>+</SUP>
L-iditol + NAD+  <-->  keto-L-sorbose + NADH + H+	EC-1.1.1.14		NAD<sup>+</sup> // L-iditol // <i>keto</i>-L-sorbose // NADH // H<SUP>+</SUP>
a (3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP+  <-  a 3-oxoacyl-[acp] + NADPH + H+	EC-1.1.1.100	fatty acid elongation -- saturated	NADP<sup>+</sup> // a (3<i>R</i>)-3-hydroxyacyl-[acyl-carrier protein] // a 3-oxoacyl-[acp] // NADPH // H<SUP>+</SUP>
3-dehydroquinate  ->  3-dehydroshikimate + H2O	EC-4.2.1.10	chorismate biosynthesis from 3-dehydroquinate	3-dehydroquinate // H<sub>2</sub>O // 3-dehydroshikimate
a 9-methyldecanoyl-[acyl-carrier protein] + a malonyl-[acp] + H+  ->  a 11-methyl-3-oxododecanoyl-[acp] + CO2 + acyl-carrier protein	EC-2.3.1.179	odd <i>iso</i>-branched-chain fatty acid biosynthesis	H<SUP>+</SUP> // a malonyl-[acp] // a 9-methyldecanoyl-[acyl-carrier protein] // a 11-methyl-3-oxododecanoyl-[acp] // CO<SUB>2</SUB> // a soluble [acyl-carrier protein]
